chromosome	start	end	RE	TSS_RE	Activity_H3K27ac	H3K4me1_rank	H3K4me3_rank	H3K27ac_rank	CTCF_rank	H3K4me1_auc	H3K4me3_auc	H3K27ac_auc	CTCF_auc
chr17	81329364	81330378	Promoter	Promoter	Active	3.0	2.0	1.0	4.0	0.0	153939.11057281494	487407.18380737305	0.0
chr17	66200506	66201121	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	261909.17266273499
chr17	63881947	63882877	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	494422.2374610901
chr17	17439814	17440499	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	274296.1130142212
chr17	45719541	45720577	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	460099.70875549316
chr17	38423495	38424234	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1140001.3230705261
chr17	29613195	29614010	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	497990.2378807068
chr17	44522962	44523721	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	670961.0578956604
chr17	50060664	50061495	Promoter	Enhancer	Active	3.0	2.0	1.0	4.0	0.0	46093.54927635193	79614.62060546875	0.0
chr17	50139630	50140418	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	917827.4473991394
chr17	49843697	49844351	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	195595.63706207275
chr17	4413149	4413575	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	707493.2160949707
chr17	55348573	55349296	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	473926.08587646484
chr17	42101342	42102247	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	687503.9816970825
chr17	55601635	55602379	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	367795.9980354309
chr17	39231845	39232653	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	558971.9968643188
chr17	38491992	38492424	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	783416.3619499207
chr17	75749682	75750505	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	505410.3641242981
chr17	76054068	76054559	TBD_1	Enhancer	Active	2.0	3.0	1.0	4.0	86446.23223114014	72673.37107849121	358113.80071258545	0.0
chr17	7743343	7744135	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	642254.2064399719
chr17	21040113	21040581	Promoter	Enhancer	Inactive	2.0	1.0	3.0	4.0	0.0	1356.6900634765625	0.0	0.0
chr17	15828551	15829370	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	709277.3739356995
chr17	74961406	74962105	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	298360.39912223816
chr17	73657299	73658041	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	382392.6987686157
chr17	60111604	60112210	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	249562.86484146118
chr17	143617	144267	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	594105.3547668457
chr17	66676037	66676920	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	100528.25884628296	0.0	341202.07524490356	0.0
chr17	48878743	48879564	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	724076.8015861511
chr17	63425195	63425983	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	520959.82038116455
chr17	18999879	19001103	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	175894.26864624023	0.0	998529.736831665	0.0
chr17	67778926	67779633	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	259821.0683517456
chr17	48618393	48619233	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	603694.6140861511
chr17	9728813	9729605	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	795620.8202266693
chr17	64418541	64419237	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	290960.584608078
chr17	82019735	82020733	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	616527.5505218506
chr17	2828218	2829004	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	797871.1365203857
chr17	27494075	27494731	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	307098.07133865356
chr17	80988797	80989545	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	325992.6732368469
chr17	38509117	38509910	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	653809.9202804565
chr17	37397523	37398147	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	227566.40355300903
chr17	74457351	74458204	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	522318.0991306305
chr17	16991157	16991941	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	573528.178478241
chr17	74176484	74177268	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	407632.7355995178
chr17	47889765	47890517	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	548896.3584442139
chr17	38662943	38663736	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	582914.7359142303
chr17	47889859	47890291	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	516398.46392440796
chr17	9959170	9959952	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	302496.10897254944
chr17	37844531	37845250	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	376108.1248283386
chr17	11644107	11644841	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	469587.64941215515
chr17	49952466	49952899	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	771921.584564209
chr17	49880289	49881073	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1037155.4575557709
chr17	74284525	74285249	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	426486.75877952576
chr17	38982991	38983693	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	237338.08485603333
chr17	66727703	66728582	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	595524.4434986115
chr17	39547466	39548514	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	909414.1339073181
chr17	79708374	79709172	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	447530.432012558
chr17	79741581	79742480	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	649471.5437316895
chr17	60034423	60034871	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	320741.9800796509
chr17	7051831	7052603	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	617439.8841896057
chr17	78992924	78993807	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	471655.5028934479
chr17	27569062	27569926	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	369215.1199836731
chr17	5587265	5587920	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	347401.12283325195
chr17	75267434	75268114	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	182073.3747062683
chr17	56780039	56780863	Promoter/CTCF	CTCF	Inactive	3.0	2.0	4.0	1.0	0.0	107789.02520370483	0.0	863515.6945991516
chr17	2954921	2955673	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	7897.21862411499	0.0	0.0	0.0
chr17	28902840	28903504	Promoter/CTCF	Promoter	Inactive	3.0	2.0	4.0	1.0	0.0	31203.87649154663	0.0	921922.8346672058
chr17	18791270	18791944	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	271397.0134525299
chr17	35849076	35850032	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	335987.43875694275
chr17	36629051	36629850	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	832011.099269867
chr17	43694057	43694917	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	511938.2458229065
chr17	80005564	80006409	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	830936.7324848175
chr17	73189410	73190085	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	488847.05107688904
chr17	45021701	45022737	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	536103.8224258423
chr17	75861082	75861922	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	651296.0010566711
chr17	48724365	48725120	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	358936.51648521423
chr17	48790768	48791535	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	383224.01068878174
chr17	49394810	49395540	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	521953.21022224426
chr17	49952248	49953071	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	818002.5011405945
chr17	49227048	49228054	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	524021.0626602173
chr17	48814211	48814986	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	531319.4326019287
chr17	45235441	45236545	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	757223.4284362793
chr17	49860940	49861726	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	464174.5719566345
chr17	74961566	74961977	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	278979.24722480774
chr17	45218687	45219411	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	417465.26288223267
chr17	48636144	48637082	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	636841.244052887
chr17	16427843	16428599	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	384095.57399749756
chr17	57242826	57243753	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1425143.4867572784
chr17	28965404	28966102	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	371384.3957462311
chr17	57995282	57995937	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	274154.22699928284
chr17	28540427	28541258	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	357598.58453941345
chr17	15526368	15527014	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	165875.13724136353
chr17	15848922	15849569	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	411626.5468864441
chr17	28251195	28252203	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	469607.8562812805
chr17	68057315	68058010	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	402828.01097106934
chr17	60435738	60436434	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	483292.21747016907
chr17	20666610	20667236	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	144507.22414398193
chr17	19446906	19447650	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	497746.9789123535
chr17	80426608	80427458	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	826334.6718139648
chr17	1908406	1909239	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	355206.36775779724
chr17	27651220	27652156	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	564303.8237819672
chr17	27654486	27655524	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	866840.4786911011
chr17	17859922	17860833	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	876450.0531234741
chr17	64776472	64777474	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	965063.9653892517
chr17	76408313	76409131	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	563655.1210956573
chr17	10736755	10737645	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	466161.3842163086
chr17	38864771	38865350	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	322850.30599594116
chr17	82781545	82782352	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1025660.6474151611
chr17	36148735	36149579	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1152651.6695785522
chr17	36482784	36483575	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	781936.4626121521
chr17	7220673	7221393	Enhancer/CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	136488.7645149231	0.0	302154.0705566406	317052.20736694336
chr17	12545708	12546464	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	466465.58398628235
chr17	81142416	81143244	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	282162.1187477112
chr17	64320834	64321752	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	423891.81362342834
chr17	8894693	8895480	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	473297.6389732361
chr17	74301153	74301555	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	432913.36726379395
chr17	63888770	63890145	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	610567.3739509583
chr17	67293510	67294197	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	437900.5807571411
chr17	74646074	74646862	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	327350.92482566833
chr17	63865892	63867260	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	465877.62686920166
chr17	74300885	74301692	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	490347.2559928894
chr17	6421806	6422607	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	596740.8954944611
chr17	51764232	51764989	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	612959.4854412079
chr17	50087181	50088086	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	721076.3875846863
chr17	68398861	68399653	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	363660.2395172119
chr17	78828402	78828944	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	169625.6766757965
chr17	69235286	69235995	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	361288.29493904114
chr17	13024194	13025056	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	777030.2198944092
chr17	28494344	28495292	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	714467.316198349
chr17	2848718	2849200	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	676678.0394992828
chr17	40354788	40355602	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	571379.2685432434
chr17	2786050	2786814	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	785200.4211597443
chr17	4004392	4005198	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	506646.93187332153
chr17	32998119	32998966	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	624738.2020492554
chr17	32483319	32484069	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	471473.05966186523
chr17	29243575	29244206	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	281513.34981918335
chr17	36625629	36626442	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	464843.69713020325
chr17	34997941	34998756	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	656850.8840065002
chr17	47802156	47802946	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	463343.488489151
chr17	4566574	4567251	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	356402.3750362396
chr17	41490651	41491048	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	51088.45412445068
chr17	42221957	42222687	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	398611.18701934814
chr17	40791719	40792277	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	195413.18454933167
chr17	21770968	21771599	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	326965.80839538574
chr17	412089	412792	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	363335.9429168701
chr17	64938639	64939479	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	428737.22286605835
chr17	15828722	15829168	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	669460.8683662415
chr17	16453056	16453833	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	759858.9100704193
chr17	6435824	6436513	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	494746.53271865845
chr17	63612063	63612757	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	557593.476978302
chr17	82777616	82778270	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	332804.48065948486
chr17	13594623	13595319	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	315227.69487571716
chr17	82913631	82915476	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	679942.0677928925
chr17	76397685	76398658	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	775631.3535690308
chr17	76181922	76182701	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	552464.251405716
chr17	76460406	76461027	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	310909.4285926819
chr17	75322909	75323561	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	291366.15462875366
chr17	81253143	81253860	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	335723.82287979126
chr17	77056022	77056876	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	889120.761472702
chr17	78134158	78134935	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	318228.0247592926
chr17	77542514	77543307	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	608681.9530181885
chr17	39653630	39654523	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	822016.5437030792
chr17	3913554	3914423	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1046298.6758155823
chr17	37770712	37771493	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	602559.2277545929
chr17	36705963	36706696	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	338643.18577575684
chr17	47229542	47230300	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1153097.779788971
chr17	40963590	40964438	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	359078.51013565063
chr17	50114627	50115502	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	569209.9719944
chr17	58447321	58448065	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	547152.8576107025
chr17	58401925	58403766	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	91724.45462036133	0.0	730029.5520629883	0.0
chr17	2786186	2786672	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	781612.0683898926
chr17	58587427	58588240	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	859420.4936752319
chr17	27752804	27753789	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	569311.326625824
chr17	30714911	30715737	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	399928.9237384796
chr17	55845186	55845730	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	182985.73140716553
chr17	18712191	18712855	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	229127.45936965942
chr17	57009774	57010512	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	408889.7211265564
chr17	19766242	19767073	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	923970.3479728699
chr17	62109264	62109979	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	456815.4450778961
chr17	44831725	44832337	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	164962.85691261292
chr17	63990179	63991000	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	421844.31966781616
chr17	47664199	47664890	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	332804.4224700928
chr17	47362051	47362740	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	310564.8227825165
chr17	42843207	42843925	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	636374.8470687866
chr17	4199657	4200422	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	368525.7514953613
chr17	49434817	49435655	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	551166.842792511
chr17	45948894	45949611	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	590010.252035141
chr17	49407734	49408536	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	453369.0268802643
chr17	43880002	43881051	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	667028.0611190796
chr17	44115339	44116252	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	399199.0249977112
chr17	21316330	21317035	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	355611.7423839569
chr17	7280350	7281008	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	835761.8080711365
chr17	48259562	48260236	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	240845.34578704834
chr17	63896785	63897357	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	157137.37718963623
chr17	3647638	3648372	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	455416.63177490234
chr17	38288039	38288705	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	385251.18599128723
chr17	3827130	3827563	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	331689.4054412842
chr17	37527119	37527788	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	337183.4878349304
chr17	18496981	18497637	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	160137.79489517212
chr17	34146266	34147048	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	686348.4115257263
chr17	3535359	3536048	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	359240.6488761902
chr17	53516569	53517170	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	185377.985496521
chr17	27879799	27880556	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	545915.9897956848
chr17	40201672	40202371	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	301401.3045864105
chr17	10646176	10646988	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	520209.6745185852
chr17	27430672	27431447	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	556154.0445079803
chr17	64847674	64848325	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	356098.34054374695
chr17	39671836	39672760	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	373472.4606513977
chr17	18500120	18501095	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	323681.5944442749
chr17	9291949	9292698	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	372641.3119125366
chr17	9402479	9403122	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	230019.50561141968
chr17	981837	982400	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	113367.61553192139
chr17	81291542	81292250	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	502085.4543991089
chr17	76298901	76299743	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	499024.2411727905
chr17	76816346	76817049	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	264118.9622001648
chr17	74957713	74958516	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	780983.5572528839
chr17	75105490	75106338	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	464296.30268096924
chr17	74770471	74771294	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	645173.4685440063
chr17	79874242	79874854	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	221200.65485954285
chr17	79082419	79083254	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	665325.0860347748
