chr	start	end	id	RE_rule	Active_rule	Active_inter
chr3	115518343	115518966	chr3:115518343_115518966	Enhancer	Inactive	Inactive
chr8	141398962	141399560	chr8:141398962_141399560	Enhancer/CTCF	Inactive	Inactive
chr15	41241036	41241699	chr15:41241036_41241699	Enhancer	Inactive	Inactive
chr2	205800074	205801747	chr2:205800074_205801747	Enhancer	Inactive	Inactive
chr18	60873593	60874256	chr18:60873593_60874256	Enhancer	Inactive	Inactive
chr1	807548	808210	chr1:807548_808210	Enhancer	Inactive	Inactive
chr22	31253782	31254479	chr22:31253782_31254479	Enhancer	Active	Inactive
chr2	233209466	233209968	chr2:233209466_233209968	Enhancer	Inactive	Inactive
chr2	233429967	233430585	chr2:233429967_233430585	Enhancer	Inactive	Inactive
chr3	32398818	32399555	chr3:32398818_32399555	Enhancer/CTCF	Inactive	Inactive
chr1	206356240	206356750	chr1:206356240_206356750	Enhancer	Inactive	Inactive
chr22	28810551	28811365	chr22:28810551_28811365	Enhancer	Inactive	Inactive
chr4	123233058	123234213	chr4:123233058_123234213	Enhancer/CTCF	Inactive	Inactive
chr5	144072420	144072983	chr5:144072420_144072983	Enhancer	Inactive	Inactive
chr7	76805055	76806465	chr7:76805055_76806465	Enhancer	Inactive	Inactive
chr2	190847323	190848193	chr2:190847323_190848193	Enhancer/CTCF	Inactive	Inactive
chrX	25877992	25879405	chrX:25877992_25879405	Enhancer	Inactive	Inactive
chr12	39127300	39128051	chr12:39127300_39128051	Enhancer	Active	Inactive
chr3	127612910	127613509	chr3:127612910_127613509	Enhancer	Inactive	Inactive
chr1	42322462	42323057	chr1:42322462_42323057	Enhancer	Inactive	Inactive
chr3	25438617	25439228	chr3:25438617_25439228	Enhancer	Active	Inactive
chr7	84688506	84689096	chr7:84688506_84689096	Enhancer	Active	Inactive
chr14	79011270	79012148	chr14:79011270_79012148	Enhancer	Active	Inactive
chr3	149042813	149043540	chr3:149042813_149043540	Enhancer	Inactive	Inactive
chr8	81813885	81814419	chr8:81813885_81814419	Enhancer	Inactive	Inactive
chr17	45123950	45124445	chr17:45123950_45124445	Enhancer	Active	Inactive
chr5	31412043	31412705	chr5:31412043_31412705	Enhancer	Inactive	Inactive
chr1	97396357	97396927	chr1:97396357_97396927	Enhancer	Inactive	Inactive
chr1	179663646	179664411	chr1:179663646_179664411	Enhancer	Active	Inactive
chrX	120769727	120770386	chrX:120769727_120770386	CTCF	Active	Inactive
chr17	77445894	77446307	chr17:77445894_77446307	Enhancer/CTCF	Inactive	Inactive
chr1	179708305	179708871	chr1:179708305_179708871	Enhancer	Active	Inactive
chr7	47771190	47772022	chr7:47771190_47772022	Enhancer/CTCF	Inactive	Inactive
chr5	38661767	38662940	chr5:38661767_38662940	Enhancer	Inactive	Inactive
chr7	47600783	47601215	chr7:47600783_47601215	Enhancer	Inactive	Inactive
chr17	47511750	47512666	chr17:47511750_47512666	Enhancer	Inactive	Inactive
chr18	361954	362988	chr18:361954_362988	Enhancer	Inactive	Inactive
chr6	154631808	154632722	chr6:154631808_154632722	Enhancer	Inactive	Inactive
chr1	75482919	75483389	chr1:75482919_75483389	Enhancer	Inactive	Inactive
chr16	85306028	85306643	chr16:85306028_85306643	Enhancer	Inactive	Inactive
chr1	246947188	246947735	chr1:246947188_246947735	Enhancer	Active	Inactive
chr13	27556048	27556768	chr13:27556048_27556768	Enhancer/CTCF	Inactive	Inactive
chr18	42644573	42645383	chr18:42644573_42645383	Enhancer	Active	Active
chr11	35923402	35923996	chr11:35923402_35923996	Enhancer	Inactive	Inactive
chr6	79705355	79705926	chr6:79705355_79705926	Enhancer	Inactive	Inactive
chr17	538212	538895	chr17:538212_538895	Enhancer	Inactive	Inactive
chr7	79593653	79594312	chr7:79593653_79594312	Enhancer	Inactive	Inactive
chr2	197195351	197196220	chr2:197195351_197196220	Enhancer	Inactive	Inactive
chr16	28634923	28635479	chr16:28634923_28635479	Enhancer	Active	Inactive
chr2	17790878	17792082	chr2:17790878_17792082	Enhancer	Inactive	Inactive
chr6	35297522	35298029	chr6:35297522_35298029	Enhancer/CTCF	Inactive	Inactive
chr6	169589077	169589963	chr6:169589077_169589963	Enhancer	Inactive	Inactive
chr19	44623009	44623522	chr19:44623009_44623522	Enhancer	Inactive	Inactive
chr22	18139408	18140209	chr22:18139408_18140209	Enhancer	Active	Inactive
chr7	19970048	19970686	chr7:19970048_19970686	Enhancer	Active	Inactive
chr2	46023953	46024710	chr2:46023953_46024710	Enhancer	Inactive	Inactive
chr5	61342018	61342598	chr5:61342018_61342598	Enhancer	Inactive	Inactive
chr12	128794652	128795150	chr12:128794652_128795150	Enhancer	Inactive	Inactive
chr7	102860202	102860926	chr7:102860202_102860926	Enhancer	Inactive	Inactive
chr18	5570554	5571411	chr18:5570554_5571411	Enhancer	Inactive	Inactive
chr4	56674907	56675518	chr4:56674907_56675518	Enhancer	Inactive	Inactive
chr14	59771511	59772123	chr14:59771511_59772123	Enhancer	Active	Inactive
chr3	171187355	171188292	chr3:171187355_171188292	Enhancer/CTCF	Inactive	Inactive
chr11	36431736	36432230	chr11:36431736_36432230	Enhancer/CTCF	Inactive	Inactive
chr8	60751654	60752649	chr8:60751654_60752649	Enhancer	Inactive	Inactive
chr4	141653617	141654675	chr4:141653617_141654675	Enhancer/CTCF	Inactive	Inactive
chr1	94329825	94330408	chr1:94329825_94330408	Enhancer/CTCF	Inactive	Inactive
chr16	74396401	74396910	chr16:74396401_74396910	Enhancer	Inactive	Inactive
chr7	143562963	143563832	chr7:143562963_143563832	CTCF	Inactive	Inactive
chr12	32482087	32482643	chr12:32482087_32482643	Enhancer	Inactive	Inactive
chr12	19915635	19916542	chr12:19915635_19916542	Enhancer/CTCF	Inactive	Inactive
chr9	131436212	131436871	chr9:131436212_131436871	Enhancer	Active	Inactive
chr6	79570674	79571271	chr6:79570674_79571271	Enhancer/CTCF	Inactive	Inactive
chr4	101102254	101102965	chr4:101102254_101102965	Enhancer	Inactive	Inactive
chr7	110762378	110763509	chr7:110762378_110763509	Enhancer	Inactive	Inactive
chr3	4533617	4534300	chr3:4533617_4534300	Enhancer/CTCF	Inactive	Inactive
chr21	35482994	35483753	chr21:35482994_35483753	Enhancer	Inactive	Inactive
chr6	93407104	93407658	chr6:93407104_93407658	Enhancer/CTCF	Inactive	Inactive
chrX	95966195	95967318	chrX:95966195_95967318	Enhancer	Active	Inactive
chr5	57698713	57699255	chr5:57698713_57699255	Enhancer	Inactive	Inactive
chr9	36419618	36420182	chr9:36419618_36420182	Enhancer	Inactive	Inactive
chr17	62470677	62471315	chr17:62470677_62471315	Enhancer	Inactive	Inactive
chr18	79453930	79454465	chr18:79453930_79454465	Enhancer	Active	Inactive
chr12	7842411	7842859	chr12:7842411_7842859	Enhancer	Inactive	Inactive
chr22	30868645	30869437	chr22:30868645_30869437	Enhancer	Inactive	Inactive
chr17	63308957	63309496	chr17:63308957_63309496	Enhancer	Inactive	Inactive
chr18	49247668	49248213	chr18:49247668_49248213	Enhancer	Inactive	Inactive
chr17	4945167	4945597	chr17:4945167_4945597	Enhancer	Inactive	Active
chr9	3476635	3477009	chr9:3476635_3477009	Enhancer	Inactive	Inactive
chr2	10283250	10283708	chr2:10283250_10283708	Enhancer	Active	Inactive
chr20	49054136	49054689	chr20:49054136_49054689	Enhancer	Inactive	Inactive
chr7	143433671	143434297	chr7:143433671_143434297	Enhancer	Inactive	Inactive
chr6	53869670	53870501	chr6:53869670_53870501	Enhancer	Inactive	Inactive
chr12	62128341	62129056	chr12:62128341_62129056	Enhancer/CTCF	Inactive	Inactive
chr14	74583077	74583627	chr14:74583077_74583627	Enhancer	Inactive	Inactive
chr4	38189446	38189914	chr4:38189446_38189914	Enhancer	Inactive	Inactive
chr20	51958545	51959646	chr20:51958545_51959646	Enhancer	Active	Inactive
chr2	6992905	6993738	chr2:6992905_6993738	Enhancer	Inactive	Inactive
chr11	125313637	125314236	chr11:125313637_125314236	Enhancer/CTCF	Inactive	Inactive
chr1	151661692	151662129	chr1:151661692_151662129	Enhancer	Inactive	Inactive
chr14	90452956	90454811	chr14:90452956_90454811	Enhancer	Inactive	Inactive
chr2	209368762	209369461	chr2:209368762_209369461	Enhancer	Active	Inactive
chr4	106369290	106369995	chr4:106369290_106369995	Enhancer/CTCF	Inactive	Inactive
chr5	150790107	150790720	chr5:150790107_150790720	Enhancer	Inactive	Inactive
chr13	39597698	39598358	chr13:39597698_39598358	Enhancer	Inactive	Inactive
chr6	17027403	17027874	chr6:17027403_17027874	Enhancer	Active	Inactive
chr9	18274598	18275357	chr9:18274598_18275357	Enhancer	Inactive	Inactive
chr8	116686167	116686777	chr8:116686167_116686777	Enhancer	Inactive	Inactive
chr2	62216504	62217207	chr2:62216504_62217207	Enhancer	Inactive	Inactive
chr4	148375826	148376728	chr4:148375826_148376728	Enhancer	Active	Inactive
chr14	51905525	51906387	chr14:51905525_51906387	Enhancer	Active	Inactive
chr2	46866780	46867322	chr2:46866780_46867322	Enhancer	Active	Inactive
chr5	119200662	119201348	chr5:119200662_119201348	Enhancer	Inactive	Inactive
chr16	67896761	67897728	chr16:67896761_67897728	Enhancer	Inactive	Inactive
chr5	65243844	65244621	chr5:65243844_65244621	Enhancer	Inactive	Inactive
chr7	143018660	143019428	chr7:143018660_143019428	Enhancer	Active	Inactive
chr2	217161059	217161964	chr2:217161059_217161964	Enhancer	Inactive	Inactive
chr4	147336143	147336705	chr4:147336143_147336705	Enhancer	Inactive	Inactive
chr12	93050344	93050839	chr12:93050344_93050839	Enhancer	Inactive	Inactive
chr3	39592493	39593880	chr3:39592493_39593880	Enhancer	Inactive	Inactive
chr1	204971974	204972440	chr1:204971974_204972440	Enhancer	Inactive	Inactive
chr13	106348637	106349954	chr13:106348637_106349954	Promoter	Active	Inactive
chr17	59753361	59754047	chr17:59753361_59754047	CTCF	Active	Active
chr14	45249957	45250755	chr14:45249957_45250755	Enhancer	Inactive	Inactive
chr20	10728786	10729309	chr20:10728786_10729309	Enhancer	Inactive	Inactive
chrX	109533498	109534189	chrX:109533498_109534189	Enhancer	Inactive	Inactive
chr6	13912887	13913452	chr6:13912887_13913452	Enhancer	Inactive	Inactive
chr3	97871793	97872646	chr3:97871793_97872646	Enhancer	Inactive	Inactive
chr1	214002307	214002986	chr1:214002307_214002986	Enhancer	Inactive	Inactive
chr8	95441916	95442465	chr8:95441916_95442465	Enhancer	Inactive	Inactive
chr12	31600443	31601319	chr12:31600443_31601319	Enhancer	Inactive	Inactive
chr6	121711255	121712050	chr6:121711255_121712050	Enhancer	Inactive	Inactive
chr11	78185792	78186257	chr11:78185792_78186257	Enhancer	Inactive	Inactive
chr2	101047279	101047779	chr2:101047279_101047779	Enhancer	Inactive	Inactive
chr11	134063060	134063544	chr11:134063060_134063544	Enhancer	Inactive	Inactive
chr3	117252061	117252725	chr3:117252061_117252725	Enhancer	Active	Inactive
chr17	76599746	76600115	chr17:76599746_76600115	Enhancer	Inactive	Inactive
chr8	32688694	32689432	chr8:32688694_32689432	Enhancer/CTCF	Inactive	Inactive
chr7	88226814	88227357	chr7:88226814_88227357	Enhancer	Inactive	Inactive
chr21	15992068	15992773	chr21:15992068_15992773	Enhancer	Active	Active
chr6	135568231	135568871	chr6:135568231_135568871	Enhancer	Inactive	Inactive
chr13	44243077	44243844	chr13:44243077_44243844	CTCF	Inactive	Inactive
chr19	39073534	39074090	chr19:39073534_39074090	Enhancer	Active	Inactive
chr13	59332804	59333440	chr13:59332804_59333440	Enhancer	Inactive	Inactive
chr4	156547351	156547870	chr4:156547351_156547870	Enhancer	Inactive	Inactive
chr1	179129043	179129465	chr1:179129043_179129465	Enhancer	Active	Inactive
chr5	34620042	34620673	chr5:34620042_34620673	Enhancer	Inactive	Inactive
chr22	35892140	35892598	chr22:35892140_35892598	Enhancer	Inactive	Inactive
chr2	96531817	96532757	chr2:96531817_96532757	Enhancer	Active	Inactive
chr15	42175581	42176168	chr15:42175581_42176168	Enhancer	Inactive	Inactive
chr5	98110298	98110801	chr5:98110298_98110801	Enhancer	Inactive	Inactive
chr9	9747735	9748251	chr9:9747735_9748251	Enhancer	Active	Inactive
chr9	111994514	111995294	chr9:111994514_111995294	Enhancer	Inactive	Inactive
chr8	125360587	125361101	chr8:125360587_125361101	Enhancer	Active	Inactive
chr10	124708038	124708739	chr10:124708038_124708739	Enhancer	Inactive	Inactive
chr9	27393851	27394789	chr9:27393851_27394789	Enhancer	Inactive	Inactive
chr14	68260848	68261554	chr14:68260848_68261554	Enhancer	Inactive	Inactive
chr11	28767476	28768004	chr11:28767476_28768004	Enhancer	Active	Inactive
chr10	74799553	74800415	chr10:74799553_74800415	Enhancer	Active	Inactive
chr17	69434025	69434575	chr17:69434025_69434575	Enhancer	Inactive	Inactive
chr1	200081195	200081945	chr1:200081195_200081945	Enhancer	Inactive	Inactive
chr5	22596283	22597014	chr5:22596283_22597014	Enhancer	Active	Inactive
chrX	45515131	45515980	chrX:45515131_45515980	CTCF	Inactive	Inactive
chr18	9366060	9366618	chr18:9366060_9366618	Enhancer/CTCF	Inactive	Inactive
chr6	56802395	56803229	chr6:56802395_56803229	Enhancer	Inactive	Inactive
chr2	232592857	232593385	chr2:232592857_232593385	Enhancer	Inactive	Inactive
chr6	155645211	155645789	chr6:155645211_155645789	Enhancer	Inactive	Inactive
chr12	12883201	12883822	chr12:12883201_12883822	Enhancer	Active	Inactive
chr21	38755494	38756291	chr21:38755494_38756291	Enhancer	Inactive	Inactive
chr15	98924207	98924979	chr15:98924207_98924979	Enhancer	Inactive	Inactive
chr2	209998299	209999145	chr2:209998299_209999145	Enhancer	Inactive	Inactive
chr20	32828030	32828503	chr20:32828030_32828503	Enhancer	Inactive	Inactive
chr10	8323237	8323926	chr10:8323237_8323926	Enhancer	Inactive	Inactive
chr12	95674092	95675306	chr12:95674092_95675306	Enhancer	Inactive	Inactive
chr20	44730369	44730960	chr20:44730369_44730960	Enhancer	Active	Inactive
chr3	30162423	30163114	chr3:30162423_30163114	Enhancer	Inactive	Inactive
chr7	123726884	123727617	chr7:123726884_123727617	Enhancer	Inactive	Inactive
chr6	4049215	4049677	chr6:4049215_4049677	Enhancer	Inactive	Inactive
chr17	67973918	67974575	chr17:67973918_67974575	Enhancer	Inactive	Inactive
chr20	35207922	35208784	chr20:35207922_35208784	CTCF	Inactive	Active
chr2	163667269	163668095	chr2:163667269_163668095	Enhancer	Active	Inactive
chr18	3029307	3030021	chr18:3029307_3030021	Enhancer	Inactive	Inactive
chr1	46689158	46689986	chr1:46689158_46689986	Enhancer	Inactive	Inactive
chr3	144499271	144499839	chr3:144499271_144499839	Enhancer	Inactive	Inactive
chr8	41734928	41735440	chr8:41734928_41735440	Enhancer/CTCF	Inactive	Inactive
chr10	95759156	95760065	chr10:95759156_95760065	Enhancer	Inactive	Inactive
chr3	23880821	23881369	chr3:23880821_23881369	Enhancer	Inactive	Inactive
chr12	19155915	19156422	chr12:19155915_19156422	Enhancer	Inactive	Inactive
chr4	137519265	137519896	chr4:137519265_137519896	Enhancer	Inactive	Inactive
chr22	24000684	24001283	chr22:24000684_24001283	Enhancer	Inactive	Inactive
chr1	218930575	218931361	chr1:218930575_218931361	Enhancer	Inactive	Inactive
chr1	12544861	12545433	chr1:12544861_12545433	Enhancer	Inactive	Inactive
chr15	57504153	57504790	chr15:57504153_57504790	Enhancer	Inactive	Inactive
chr2	9638453	9638938	chr2:9638453_9638938	Enhancer	Inactive	Inactive
chr6	74972863	74973909	chr6:74972863_74973909	Enhancer	Inactive	Inactive
chr8	19458047	19458682	chr8:19458047_19458682	Enhancer	Active	Inactive
chr17	65106378	65107242	chr17:65106378_65107242	Enhancer	Inactive	Inactive
chr9	76441747	76442316	chr9:76441747_76442316	Enhancer	Active	Inactive
chr15	84833409	84833789	chr15:84833409_84833789	Enhancer	Inactive	Inactive
chr12	26636656	26637120	chr12:26636656_26637120	Enhancer	Inactive	Inactive
chr12	122072411	122073038	chr12:122072411_122073038	Enhancer	Inactive	Inactive
chr1	91731745	91732306	chr1:91731745_91732306	Enhancer	Inactive	Inactive
chr10	109898664	109899192	chr10:109898664_109899192	Enhancer	Inactive	Inactive
chr12	91876862	91877602	chr12:91876862_91877602	Enhancer	Inactive	Inactive
chr18	22197582	22198115	chr18:22197582_22198115	Enhancer	Inactive	Inactive
chr5	149583319	149583801	chr5:149583319_149583801	Enhancer	Inactive	Inactive
chr1	84253876	84254311	chr1:84253876_84254311	Enhancer	Inactive	Inactive
chrX	100450072	100450708	chrX:100450072_100450708	Enhancer	Inactive	Inactive
chr17	27265140	27265812	chr17:27265140_27265812	Enhancer	Active	Inactive
chr9	99340206	99340783	chr9:99340206_99340783	Enhancer	Active	Inactive
chr6	35811130	35811487	chr6:35811130_35811487	Enhancer	Inactive	Inactive
chr2	205734347	205734924	chr2:205734347_205734924	Enhancer	Inactive	Inactive
chr15	58951592	58952220	chr15:58951592_58952220	Enhancer	Inactive	Inactive
chr4	80011471	80012167	chr4:80011471_80012167	Enhancer	Active	Inactive
chr6	30793592	30794276	chr6:30793592_30794276	Enhancer	Active	Inactive
chr7	24971272	24971701	chr7:24971272_24971701	Enhancer	Active	Inactive
chr5	17180864	17181494	chr5:17180864_17181494	Enhancer	Inactive	Inactive
chr1	150552239	150552718	chr1:150552239_150552718	Enhancer	Inactive	Active
chr5	131462302	131463159	chr5:131462302_131463159	Enhancer	Inactive	Inactive
chr5	150599903	150600749	chr5:150599903_150600749	Enhancer	Inactive	Inactive
chr12	45205950	45206510	chr12:45205950_45206510	Enhancer	Inactive	Inactive
chr17	55086423	55087148	chr17:55086423_55087148	Enhancer	Inactive	Inactive
chr1	150835920	150836676	chr1:150835920_150836676	Enhancer	Inactive	Inactive
chr14	95500975	95501463	chr14:95500975_95501463	Enhancer	Inactive	Inactive
chr4	16140612	16141377	chr4:16140612_16141377	Enhancer	Inactive	Inactive
chr19	18967683	18968150	chr19:18967683_18968150	Enhancer	Active	Inactive
chr3	182735451	182736159	chr3:182735451_182736159	Enhancer	Inactive	Inactive
chr1	244778266	244778905	chr1:244778266_244778905	Enhancer	Inactive	Inactive
chr7	143821279	143821974	chr7:143821279_143821974	Enhancer	Active	Inactive
chr8	48737792	48738413	chr8:48737792_48738413	Enhancer	Inactive	Inactive
chr1	58874674	58875400	chr1:58874674_58875400	Enhancer	Inactive	Inactive
chr17	1060861	1061440	chr17:1060861_1061440	Enhancer	Active	Inactive
chr1	116879004	116879548	chr1:116879004_116879548	Enhancer	Active	Inactive
chr2	159147025	159147634	chr2:159147025_159147634	Enhancer	Inactive	Inactive
chr9	114855396	114855964	chr9:114855396_114855964	Enhancer	Inactive	Inactive
chr12	47383909	47384415	chr12:47383909_47384415	Enhancer	Inactive	Inactive
chr9	131672354	131672930	chr9:131672354_131672930	Enhancer	Inactive	Inactive
chr6	158853301	158853732	chr6:158853301_158853732	Enhancer	Inactive	Inactive
chr16	85573835	85574434	chr16:85573835_85574434	Enhancer	Inactive	Inactive
chr3	129561147	129561713	chr3:129561147_129561713	Enhancer	Inactive	Inactive
chr2	161913713	161914317	chr2:161913713_161914317	Enhancer	Active	Inactive
chr1	56502580	56503043	chr1:56502580_56503043	Enhancer	Inactive	Inactive
chr7	84674513	84674984	chr7:84674513_84674984	Enhancer	Inactive	Inactive
chr11	61978563	61979178	chr11:61978563_61979178	Enhancer	Active	Inactive
chr13	101486978	101487518	chr13:101486978_101487518	Enhancer	Inactive	Inactive
chrX	136191087	136191751	chrX:136191087_136191751	Enhancer	Inactive	Inactive
chr1	48494242	48494814	chr1:48494242_48494814	Enhancer	Inactive	Inactive
chr3	66110726	66111435	chr3:66110726_66111435	Enhancer/CTCF	Inactive	Inactive
chr21	36511379	36511915	chr21:36511379_36511915	Enhancer	Inactive	Inactive
chr10	101856586	101857020	chr10:101856586_101857020	Enhancer	Inactive	Inactive
chr17	70099781	70100330	chr17:70099781_70100330	Enhancer	Inactive	Inactive
chr2	45275324	45275842	chr2:45275324_45275842	Enhancer	Inactive	Inactive
chr16	89581225	89581728	chr16:89581225_89581728	Enhancer	Active	Inactive
chr4	169404748	169405513	chr4:169404748_169405513	Enhancer	Inactive	Inactive
chr6	5361232	5362153	chr6:5361232_5362153	Enhancer	Inactive	Inactive
chr1	204504110	204504811	chr1:204504110_204504811	Enhancer	Inactive	Inactive
chr1	91569718	91570227	chr1:91569718_91570227	Enhancer	Inactive	Inactive
chr12	93203132	93203927	chr12:93203132_93203927	Enhancer	Inactive	Inactive
chr3	172848864	172849385	chr3:172848864_172849385	Enhancer	Inactive	Inactive
chr6	49336545	49337391	chr6:49336545_49337391	Enhancer	Active	Inactive
chr8	105090051	105091108	chr8:105090051_105091108	Enhancer/CTCF	Inactive	Inactive
chr22	32331199	32331840	chr22:32331199_32331840	Enhancer	Active	Inactive
chr2	65081121	65081817	chr2:65081121_65081817	Enhancer	Active	Active
chr3	70828826	70829561	chr3:70828826_70829561	Enhancer	Inactive	Inactive
chr3	142209599	142210658	chr3:142209599_142210658	Enhancer	Active	Inactive
chr10	45008379	45009074	chr10:45008379_45009074	Enhancer/CTCF	Inactive	Inactive
chr10	34698938	34699440	chr10:34698938_34699440	Enhancer	Inactive	Inactive
chr1	25364583	25365029	chr1:25364583_25365029	Enhancer	Inactive	Inactive
chr11	89463141	89463900	chr11:89463141_89463900	Enhancer	Inactive	Inactive
chr17	79933781	79934177	chr17:79933781_79934177	Enhancer	Inactive	Inactive
chr4	25908327	25908884	chr4:25908327_25908884	Enhancer	Inactive	Inactive
chr13	114107538	114108056	chr13:114107538_114108056	Enhancer	Inactive	Inactive
chr3	125603067	125603721	chr3:125603067_125603721	Enhancer/CTCF	Inactive	Inactive
chr15	65668591	65669380	chr15:65668591_65669380	Enhancer	Inactive	Inactive
chr2	39379644	39380240	chr2:39379644_39380240	CTCF	Inactive	Inactive
chr10	34800933	34801644	chr10:34800933_34801644	Enhancer/CTCF	Inactive	Inactive
chr8	73072909	73073554	chr8:73072909_73073554	Enhancer	Inactive	Inactive
chr5	37553980	37554518	chr5:37553980_37554518	Enhancer	Active	Inactive
chr5	122089501	122090080	chr5:122089501_122090080	Enhancer	Inactive	Inactive
chr21	27648423	27649012	chr21:27648423_27649012	Enhancer	Active	Inactive
chr9	5393913	5394394	chr9:5393913_5394394	Enhancer	Inactive	Inactive
chr7	77331673	77332347	chr7:77331673_77332347	Enhancer/CTCF	Inactive	Inactive
chr9	120730490	120731143	chr9:120730490_120731143	Enhancer	Inactive	Inactive
chr18	35110420	35111287	chr18:35110420_35111287	Enhancer	Inactive	Inactive
chr3	100169003	100169731	chr3:100169003_100169731	Enhancer	Inactive	Inactive
chr19	16279117	16279656	chr19:16279117_16279656	Enhancer	Active	Inactive
chr5	6419141	6419879	chr5:6419141_6419879	Enhancer	Active	Inactive
chr14	54712208	54712818	chr14:54712208_54712818	Enhancer	Inactive	Inactive
chr6	30544554	30545046	chr6:30544554_30545046	Enhancer/CTCF	Inactive	Inactive
chr10	90227043	90227695	chr10:90227043_90227695	Enhancer	Active	Inactive
chr4	136818631	136819415	chr4:136818631_136819415	Enhancer	Active	Inactive
chr15	85591910	85592768	chr15:85591910_85592768	CTCF	Inactive	Inactive
chr11	61149571	61150061	chr11:61149571_61150061	Enhancer	Inactive	Inactive
chr4	159192951	159194214	chr4:159192951_159194214	Enhancer	Inactive	Inactive
chr2	150234674	150235302	chr2:150234674_150235302	Enhancer	Inactive	Inactive
chr10	47746652	47747557	chr10:47746652_47747557	Enhancer	Inactive	Inactive
chr5	133952941	133953450	chr5:133952941_133953450	Enhancer	Inactive	Inactive
chr22	38205172	38205757	chr22:38205172_38205757	Enhancer	Inactive	Inactive
chr14	39025737	39026521	chr14:39025737_39026521	Enhancer	Inactive	Inactive
chr8	98001632	98002445	chr8:98001632_98002445	Enhancer	Active	Inactive
chr1	192539439	192540262	chr1:192539439_192540262	Enhancer	Active	Inactive
chr5	108650901	108651584	chr5:108650901_108651584	Enhancer	Active	Inactive
chr7	73351423	73351987	chr7:73351423_73351987	Enhancer	Inactive	Inactive
chr1	115062517	115063000	chr1:115062517_115063000	Enhancer	Active	Inactive
chr1	206449532	206449971	chr1:206449532_206449971	Enhancer	Inactive	Inactive
chr18	49249480	49249953	chr18:49249480_49249953	Enhancer	Inactive	Inactive
chr11	32952240	32952858	chr11:32952240_32952858	Enhancer	Inactive	Inactive
chrX	10512044	10512817	chrX:10512044_10512817	Enhancer	Inactive	Inactive
chr1	162187677	162188081	chr1:162187677_162188081	Enhancer	Inactive	Inactive
chr5	95591546	95592054	chr5:95591546_95592054	Enhancer	Inactive	Inactive
chr5	17154510	17155019	chr5:17154510_17155019	Enhancer	Inactive	Inactive
chr10	28906918	28907429	chr10:28906918_28907429	Enhancer	Inactive	Inactive
chr6	52571120	52571637	chr6:52571120_52571637	Enhancer	Inactive	Inactive
chr9	110180600	110181273	chr9:110180600_110181273	Enhancer	Inactive	Inactive
chr11	128026519	128027108	chr11:128026519_128027108	Enhancer	Inactive	Inactive
chr5	16924151	16924731	chr5:16924151_16924731	Enhancer	Inactive	Inactive
chr10	28719617	28720220	chr10:28719617_28720220	Enhancer	Inactive	Inactive
chr3	56758436	56759096	chr3:56758436_56759096	Enhancer	Active	Inactive
chr3	15805557	15806277	chr3:15805557_15806277	Enhancer	Active	Inactive
chr4	85734283	85735004	chr4:85734283_85735004	Enhancer	Inactive	Inactive
chr11	122085231	122085812	chr11:122085231_122085812	Enhancer	Inactive	Inactive
chr16	53482149	53482537	chr16:53482149_53482537	Enhancer	Inactive	Inactive
chr2	173249766	173250619	chr2:173249766_173250619	Enhancer/Promoter	Inactive	Inactive
chr16	19595237	19595881	chr16:19595237_19595881	Enhancer	Active	Inactive
chr2	174436152	174437034	chr2:174436152_174437034	Enhancer	Inactive	Inactive
chr8	118896912	118897676	chr8:118896912_118897676	Enhancer	Inactive	Inactive
chr2	174998249	174998941	chr2:174998249_174998941	Enhancer	Active	Inactive
chr2	172927540	172929254	chr2:172927540_172929254	Promoter	Active	Inactive
chr7	75374639	75375140	chr7:75374639_75375140	Enhancer	Inactive	Inactive
chr9	108049020	108049615	chr9:108049020_108049615	Enhancer	Active	Inactive
chr10	133259144	133259678	chr10:133259144_133259678	Enhancer	Inactive	Inactive
chr20	20759121	20759721	chr20:20759121_20759721	Enhancer	Inactive	Inactive
chr3	177823969	177824926	chr3:177823969_177824926	Enhancer	Inactive	Inactive
chr14	38158350	38158916	chr14:38158350_38158916	Enhancer	Inactive	Inactive
chr10	30199328	30199805	chr10:30199328_30199805	Enhancer	Inactive	Inactive
chr20	20452174	20452803	chr20:20452174_20452803	Enhancer	Inactive	Inactive
chr19	48317151	48317613	chr19:48317151_48317613	Enhancer	Inactive	Inactive
chr6	22036175	22036828	chr6:22036175_22036828	Enhancer	Inactive	Inactive
chr20	8244525	8245170	chr20:8244525_8245170	Enhancer	Inactive	Inactive
chr20	19699501	19699977	chr20:19699501_19699977	Enhancer	Inactive	Inactive
chr9	27129138	27129682	chr9:27129138_27129682	Enhancer	Inactive	Inactive
chr8	54431499	54432142	chr8:54431499_54432142	Enhancer/CTCF	Inactive	Inactive
chr7	129923715	129924221	chr7:129923715_129924221	Enhancer	Inactive	Inactive
chr3	20080932	20081627	chr3:20080932_20081627	Enhancer	Inactive	Inactive
chr3	9894116	9894634	chr3:9894116_9894634	Enhancer	Inactive	Inactive
chr2	205964188	205964885	chr2:205964188_205964885	Enhancer	Inactive	Inactive
chr1	230307986	230308484	chr1:230307986_230308484	Enhancer	Inactive	Inactive
chr7	39754685	39755321	chr7:39754685_39755321	Enhancer	Inactive	Inactive
chr17	27620649	27621070	chr17:27620649_27621070	Enhancer/CTCF	Inactive	Inactive
