chromosome	start	finish	huvec	CD14pos	kera
chr16	75350912	75351817	Enhancer		
chr16	75377906	75378551			Enhancer
chr16	75380204	75380571		Enhancer	
chr16	75385371	75386362			
chr16	75432814	75434630	Promoter	Enhancer	Promoter
chr16	75462792	75463191		Enhancer/Promoter	
chr16	75463583	75465439			
chr16	75468667	75469323		Enhancer	
chr16	75471452	75472408	CTCF		CTCF
chr16	75477976	75478564		Enhancer	
chr16	75482877	75483729			Enhancer
chr16	75485888	75486581			Enhancer
chr16	75506418	75507085		Enhancer	
chr16	75516760	75518072			
chr16	75521230	75521831			CTCF
chr16	75550004	75550892			CTCF
chr16	75555044	75556669	Promoter	Enhancer/Promoter	
chr16	75564855	75565539		Enhancer	Promoter
chr16	75565777	75566735	Promoter	Enhancer	
chr16	75622657	75623768	Promoter	Promoter	Promoter
chr16	75647216	75649104	Promoter		
chr16	75764022	75764719			CTCF
chr16	75788229	75789849	CTCF	CTCF	
chr16	76653256	76654027			CTCF
chr16	77169309	77171143	CTCF		CTCF
chr16	77171518	77172635		CTCF	
chr16	77172825	77173495	Enhancer		
chr16	77190330	77192021	Promoter	Enhancer	Promoter
chr16	77212912	77212994		Promoter	
chr16	77235565	77236693			CTCF
chr16	77287950	77288813	Enhancer		
chr16	77298012	77299485	Enhancer		
chr16	77308091	77308892	Enhancer		
chr16	77499254	77500156	Enhancer		
chr16	77574506	77575900	Enhancer		
chr16	77583882	77586507		CTCF	
chr16	77591269	77592046	Enhancer		
chr16	77593874	77594746	Enhancer		
chr16	77595093	77595768	Enhancer		
chr16	77595952	77596836	Enhancer		
chr16	77599454	77600435			CTCF
chr16	77660161	77660992			
chr16	77675151	77676387			CTCF
chr16	77679922	77680330		Enhancer	
chr16	77722055	77723342	Promoter	Enhancer	Promoter
chr16	77833784	77834537	Enhancer		
chr16	77971198	77972527			CTCF
chr16	78002675	78003677			CTCF
chr16	78099006	78100719			
chr16	78234953	78236037			CTCF
chr16	78436929	78438767		CTCF	CTCF
chr16	78503143	78504166			
chr16	78566494	78566763		Enhancer	
chr16	78683851	78685320			Enhancer
chr16	78742367	78743151		Enhancer	
chr16	78770307	78771393			CTCF
chr16	79008709	79009233			Enhancer
chr16	79082925	79083544		Enhancer	
chr16	79089813	79090233		Enhancer/Promoter	
chr16	79093567	79094175		Enhancer	
chr16	79097281	79097544		Enhancer	
chr16	79097763	79098137		Enhancer	
chr16	79098890	79099327		Enhancer	
chr16	79150849	79151356		Enhancer	
chr16	79163727	79164118		Enhancer/Promoter	
chr16	79261281	79262263		CTCF	
chr16	79263394	79263839		Enhancer	
chr16	79264636	79265198		Enhancer	
chr16	79269481	79269883		Enhancer	
chr16	79287047	79287478		Enhancer	
chr16	79307170	79307707		Enhancer	
chr16	79328753	79329636		Enhancer	
chr16	79381492	79381885		Enhancer/Promoter	
chr16	79413020	79413452	Enhancer/CTCF		
chr16	79417511	79417865		Enhancer	
chr16	79419096	79419622		Enhancer	
chr16	79449848	79450320		Enhancer	
chr16	79451178	79451695		Enhancer	
chr16	79509129	79509456		Enhancer	
chr16	79519410	79519870		Enhancer	
chr16	79598685	79599141		Promoter	
chr16	79600113	79601130	Promoter	Enhancer	
chr16	79601607	79603096			
chr16	79752384	79752813			Enhancer
chr16	79767408	79768104			CTCF
chr16	79770275	79770921		Promoter	
chr16	80084097	80085187			CTCF
chr16	80104412	80105617			Enhancer
chr16	80231796	80232321			Enhancer
chr16	80369464	80370125			CTCF
chr16	80466056	80467163	CTCF		CTCF
chr16	80526071	80527885			CTCF
chr16	80540500	80541265	Promoter	Enhancer	
chr16	80670147	80670661		Enhancer	
chr16	80676355	80676891		Enhancer	
chr16	80802961	80803756	Promoter/CTCF	Promoter/CTCF	
chr16	80804102	80804489		Promoter	
chr16	80806489	80807603	Enhancer	Enhancer	
chr16	80824579	80825474			
chr16	80851946	80852920			CTCF
chr16	80906444	80906873	Enhancer/CTCF		
chr16	80924135	80925136			CTCF
chr16	80931710	80933282	Promoter		
chr16	80936273	80937062	Enhancer		
chr16	80937762	80939271	Enhancer		
chr16	80948137	80949496			CTCF
chr16	80998280	80998437		Promoter	
chr16	81004060	81005283		Enhancer/CTCF	
chr16	81006289	81008031		Promoter	Promoter
chr16	81034946	81036330			Promoter/CTCF
chr16	81076442	81077790	Promoter	Promoter	Promoter
chr16	81095669	81097030	Promoter	Promoter	Promoter
chr16	81204826	81205689	CTCF	CTCF	CTCF
chr16	81260647	81261746	CTCF	CTCF	CTCF
chr16	81280316	81280984	Enhancer		
chr16	81314434	81315357	Promoter	Enhancer	Promoter
chr16	81365678	81366931		CTCF	
chr16	81383729	81384660	Enhancer		
chr16	81403251	81404186	CTCF		CTCF
chr16	81405512	81406323	Enhancer		
chr16	81407023	81407528	Enhancer		Enhancer
chr16	81424625	81425292		Enhancer	
chr16	81428791	81429557	CTCF		
chr16	81431258	81432540		Enhancer	
chr16	81437804	81438340		Enhancer	
chr16	81444265	81445660		Enhancer/Promoter	
chr16	81446254	81447164		Promoter	Promoter
chr16	81447400	81448212		Enhancer	
chr16	81451131	81451377		Enhancer	
chr16	81451613	81452266		Promoter	
chr16	81457414	81458262		Enhancer	
chr16	81461774	81462203		Enhancer	
chr16	81466352	81466802		Enhancer	
chr16	81469849	81470441		Enhancer	
chr16	81472991	81474149	Enhancer		
chr16	81478776	81479648	Enhancer	Enhancer	
chr16	81480574	81481038		Enhancer	
chr16	81481185	81481903		Promoter/CTCF	
chr16	81482427	81483029		Promoter	
chr16	81483286	81483805		Enhancer	
chr16	81493325	81494688	Enhancer	Enhancer	Enhancer
chr16	81495164	81496170	Enhancer	Enhancer	
chr16	81497688	81498203		Enhancer/CTCF	
chr16	81500686	81501751	Enhancer	Enhancer	
chr16	81503621	81504097			Enhancer
chr16	81504894	81505527		Enhancer	Enhancer
chr16	81511138	81511807	Enhancer		
chr16	81514390	81515066	Enhancer		
chr16	81517502	81518861	Enhancer		
chr16	81519464	81520253		Enhancer	
chr16	81520738	81521144		Enhancer	
chr16	81523282	81524039			Enhancer
chr16	81530213	81532081			Enhancer
chr16	81542943	81544712	Enhancer		
chr16	81547609	81547961		Enhancer	
chr16	81550997	81552422	Enhancer	Enhancer	
chr16	81580855	81581627			Enhancer
chr16	81600222	81601527			Enhancer
chr16	81611801	81613305	Enhancer		
chr16	81621320	81622029			Enhancer
chr16	81622986	81624006			
chr16	81624554	81626813	Enhancer		Enhancer
chr16	81632598	81633305		Enhancer	
chr16	81685994	81687186	Enhancer		
chr16	81692762	81693848	Promoter		
chr16	81694626	81696015	Promoter		
chr16	81696991	81698672			
chr16	81707300	81707698	Enhancer		
chr16	81711445	81712132	Enhancer		
chr16	81722930	81723935			CTCF
chr16	81730074	81731011	Promoter	Promoter/CTCF	CTCF
chr16	81737764	81739272			CTCF
chr16	81740642	81740905		Enhancer	
chr16	81746206	81746540		Enhancer/Promoter	
chr16	81752144	81752723		Enhancer	
chr16	81755826	81756443	Enhancer		
chr16	81778994	81779531	Promoter	Promoter	
chr16	81779625	81780045		Enhancer	
chr16	81797439	81798361		Enhancer	
chr16	81798864	81799105		Enhancer	
chr16	81804051	81804720		Enhancer	
chr16	81817840	81818325		Enhancer	
chr16	81823111	81823526		Enhancer	
chr16	81831600	81832257		Enhancer	
chr16	81832808	81833248		Enhancer	
chr16	81861646	81862506	Enhancer		
chr16	81873632	81874825			CTCF
chr16	81885687	81886688	CTCF		CTCF
chr16	81889839	81891193		CTCF	CTCF
chr16	81901185	81902860	Enhancer		
chr16	81908462	81909285			Enhancer
chr16	81994330	81995021			CTCF
chr16	81996833	81998230	Enhancer		
chr16	82070532	82071953			Enhancer
chr16	82111759	82112553			Enhancer
chr16	82169640	82170872	Promoter	Enhancer	
chr16	82182928	82183419		Enhancer	
chr16	82190340	82190848		Enhancer	
chr16	82192423	82193295		Enhancer	
chr16	82195777	82196616	Enhancer	Enhancer	
chr16	82229686	82230741			CTCF
chr16	82262869	82264454	CTCF	CTCF	CTCF
chr16	82343909	82344884			CTCF
chr16	82367897	82368538			CTCF
chr16	82456418	82457200			CTCF
chr16	82603584	82604517			CTCF
chr16	82628888	82630477	Enhancer		Promoter
chr16	82633794	82634818	Enhancer		Enhancer
chr16	82637972	82639049	Enhancer		
chr16	82639249	82640331			CTCF
chr16	82653781	82654468	Enhancer		
chr16	82655282	82655861	Enhancer		
chr16	82699500	82700346	Enhancer		
chr16	82700492	82701590	Enhancer		
chr16	82755743	82756907	Enhancer		
chr16	82936682	82938511	Enhancer		
chr16	82995293	82996719	Enhancer		
chr16	83000033	83000456	Enhancer/CTCF		
chr16	83002205	83003472	Enhancer		
chr16	83167304	83167701		CTCF	
chr16	83215235	83215981	CTCF		CTCF
chr16	83338699	83339577	Enhancer		
chr16	83343660	83344688	Enhancer		
chr16	83355705	83356826			CTCF
chr16	83446739	83447177	CTCF		
chr16	83661622	83662051			Enhancer
chr16	83689279	83689728		Enhancer	
chr16	83727009	83727396		Promoter	
chr16	83744275	83745191		Enhancer	
chr16	83805918	83806472		Promoter	
chr16	83806675	83807155		Enhancer	
chr16	83807523	83808643	Promoter	Enhancer	Promoter
chr16	83825721	83826756			CTCF
chr16	83842779	83843164		Enhancer	
chr16	83843595	83844089		Enhancer	
chr16	83847240	83847841		Enhancer	
chr16	83891395	83891822	Enhancer/CTCF		
chr16	83898694	83900001	Promoter	Promoter	
chr16	83925852	83927363	CTCF		CTCF
chr16	83939391	83939863		Enhancer	
chr16	83939946	83940351		Enhancer	
chr16	83952838	83954891	Promoter		CTCF
chr16	83955965	83957452			CTCF
chr16	83967723	83968567			
chr16	83993868	83994474		Enhancer	
chr16	83994837	83995301		Enhancer	
chr16	83995643	83996046		Enhancer	
chr16	84029652	84029978		Enhancer	
chr16	84062493	84063560			CTCF
chr16	84065285	84066047			CTCF
chr16	84069014	84069973		Enhancer	
chr16	84071944	84072473	Enhancer		
chr16	84082854	84083265		Enhancer	
chr16	84084592	84085391	CTCF	Enhancer	
chr16	84085774	84086161		Enhancer	
chr16	84099518	84100012		Enhancer	
chr16	84114217	84114743		Enhancer	
chr16	84116155	84117786	Promoter	Enhancer	Promoter
chr16	84144933	84145609	Promoter	Promoter	
chr16	84175124	84176977			
chr16	84184162	84185536	Promoter		
chr16	84186645	84187616	Promoter/CTCF		Promoter/CTCF
chr16	84199665	84200390		Enhancer	
chr16	84239158	84239571		Enhancer	
chr16	84276769	84278070			CTCF
chr16	84357218	84357845		Enhancer	
chr16	84503610	84505232	Promoter	Enhancer/Promoter	Promoter
chr16	84505987	84507746	CTCF		CTCF
chr16	84510863	84511975			CTCF
chr16	84514930	84515395		Enhancer	
chr16	84526697	84527629	Enhancer		
chr16	84527812	84528278		Enhancer	
chr16	84531751	84533578	Enhancer	Enhancer	Enhancer
chr16	84562264	84562882		Enhancer	
chr16	84568109	84568516		Enhancer	
chr16	84569517	84570079		Enhancer	
chr16	84585378	84585870		Enhancer	
chr16	84594267	84594865		Enhancer	
chr16	84597425	84598273		Enhancer	
chr16	84599324	84600341	Enhancer	Enhancer	
chr16	84600681	84601271		Promoter	
chr16	84601531	84602153		Promoter	
chr16	84602724	84603765	Enhancer	Promoter	
chr16	84607623	84608228		Enhancer	
chr16	84609569	84610203		Enhancer	
chr16	84613931	84614319		Enhancer	
chr16	84617551	84619367	Promoter	Promoter	Promoter
chr16	84621871	84623411			
chr16	84641147	84641619		Enhancer	
chr16	84643056	84644065		Enhancer	Enhancer
chr16	84648075	84648622		Promoter	
chr16	84648912	84649281		Enhancer/Promoter	
chr16	84671790	84673249			CTCF
chr16	84692362	84692900		Promoter	
chr16	84699671	84700398	Promoter	Enhancer	
chr16	84725682	84727211			Enhancer/CTCF
chr16	84729623	84731081	Enhancer		
chr16	84737357	84739238			CTCF
chr16	84741182	84741703		Enhancer	
chr16	84742557	84743108		Enhancer	
chr16	84751209	84751694		Enhancer	
chr16	84751832	84752452		Enhancer	
chr16	84754043	84755354			CTCF
chr16	84774214	84774554		Enhancer	
chr16	84774721	84775300		Enhancer	
chr16	84795478	84795880		Enhancer	
chr16	84805982	84807046	Enhancer	Enhancer	
chr16	84808842	84809354		Enhancer	
chr16	84810615	84811412		Enhancer	
chr16	84819638	84820318		Enhancer/Promoter	
chr16	84823607	84823771		Enhancer	
chr16	84827060	84827568		Enhancer	
chr16	84884914	84885936	Enhancer		
chr16	84893754	84894580		Enhancer	
chr16	84897804	84899019		Enhancer	
chr16	84907528	84908025		Enhancer	
chr16	84910098	84910879		Enhancer	
chr16	84911428	84912192		Enhancer	
chr16	84924382	84925901			CTCF
chr16	84947001	84947364		Enhancer	
chr16	84950961	84951313		CTCF	
chr16	84951949	84953496			CTCF
chr16	84970229	84971759	CTCF		CTCF
chr16	84972437	84972936		Enhancer	
chr16	84977119	84977477		Enhancer	
chr16	84982483	84983009		Enhancer/CTCF	
chr16	84983283	84984113		Enhancer	
chr16	84994266	84995350	Enhancer	Enhancer	
chr16	85002534	85003155		Enhancer	
chr16	85008220	85008714		Enhancer	
chr16	85011185	85012229	Promoter	Enhancer	
chr16	85016681	85017653		Promoter	
chr16	85025039	85025502		Enhancer	
chr16	85025688	85026380		Enhancer	
chr16	85027203	85029846			
chr16	85036245	85036610		Enhancer	
chr16	85046269	85046804		Enhancer	
chr16	85047885	85048207		Enhancer	
chr16	85050485	85050904		Enhancer	
chr16	85055263	85056059		Enhancer	
chr16	85056192	85056615		Promoter	
chr16	85061420	85062136		Enhancer	
chr16	85062718	85063396		Enhancer	
chr16	85063436	85063879		Enhancer	
chr16	85086452	85087486			
chr16	85101954	85102391		Enhancer	
chr16	85104863	85105269		Enhancer	
chr16	85114493	85115853			CTCF
chr16	85135471	85135994		Enhancer	
chr16	85136025	85136726		Promoter	
chr16	85136829	85137267		Promoter	
chr16	85137392	85137872		Enhancer	
chr16	85144143	85144691	Enhancer		
chr16	85157760	85158224		Enhancer	
chr16	85171678	85172989	Enhancer/CTCF		
chr16	85173027	85174746	Enhancer		Enhancer
chr16	85234545	85235076	Promoter		
chr16	85245104	85246248	CTCF		CTCF
chr16	85252861	85254175	CTCF		Promoter/CTCF
chr16	85274757	85276398	CTCF		CTCF
chr16	85291401	85291844		Enhancer	
chr16	85296278	85297711			CTCF
chr16	85302682	85304211	CTCF		CTCF
chr16	85306026	85306711		Enhancer	
chr16	85308635	85309108		Enhancer	
chr16	85309526	85310651		Promoter	
chr16	85316049	85317148			CTCF
chr16	85346923	85347737			CTCF
chr16	85369502	85371293	CTCF		CTCF
chr16	85392968	85394345	CTCF		CTCF
chr16	85415878	85417178			CTCF
chr16	85420182	85421673	CTCF		CTCF
chr16	85490662	85491660		CTCF	CTCF
chr16	85514521	85515448			Enhancer
chr16	85524503	85525693		Enhancer/Promoter	
chr16	85535823	85536466		Enhancer	
chr16	85553315	85554529		Promoter	
chr16	85554828	85556200		Promoter	
chr16	85556565	85557217		Promoter	
chr16	85563233	85565133	CTCF		CTCF
chr16	85568393	85568907		Enhancer	
chr16	85570846	85571450		Promoter	
chr16	85571637	85572123		Promoter	
chr16	85574211	85574714		Enhancer	
chr16	85610192	85611755	CTCF		
chr16	85615630	85617445			Enhancer/CTCF
chr16	85659155	85660459			CTCF
chr16	85673868	85674695	Enhancer		
chr16	85688754	85689343	Promoter	Enhancer/Promoter	
chr16	85715618	85716827			Enhancer
chr16	85717419	85719357		CTCF	Enhancer/CTCF
chr16	85729754	85730583		Promoter	
chr16	85733066	85734130		Enhancer	
chr16	85735367	85735577		Enhancer/Promoter	
chr16	85751880	85752577			Enhancer
chr16	85752920	85753568			Enhancer/CTCF
chr16	85759038	85760553			CTCF
chr16	85761848	85762273		Enhancer	
chr16	85767510	85768007			Enhancer
chr16	85778702	85779250	Enhancer		
chr16	85798739	85800757	Promoter	Enhancer	
chr16	85819019	85819807	CTCF		CTCF
chr16	85820825	85822150			CTCF
chr16	85824167	85825048		Enhancer	
chr16	85829355	85830147		Promoter	
chr16	85833227	85833668		Enhancer	
chr16	85836940	85837369		Enhancer	
chr16	85838316	85838961		Enhancer	
chr16	85839632	85840070		Enhancer	
chr16	85844884	85844981		Enhancer	
chr16	85851239	85851830		Enhancer	
chr16	85853430	85854390		Promoter	
chr16	85855992	85856953		Enhancer	
chr16	85859239	85859757		Enhancer	
chr16	85860316	85860829		Enhancer	
chr16	85869901	85870514		Promoter	
chr16	85870618	85871104		Enhancer	
chr16	85872795	85873030		Enhancer	
chr16	85882463	85882894		Enhancer	
chr16	85888679	85889326	Enhancer	Enhancer	
chr16	85897338	85897781		Enhancer	
chr16	85898652	85899392	Promoter	Promoter	
chr16	85899876	85900526		Promoter	
chr16	85903608	85904046		Enhancer	
chr16	85905234	85905703		Enhancer	
chr16	85908425	85909579		Enhancer	
chr16	85912316	85912912		Enhancer	
chr16	85913457	85914550		Enhancer	
chr16	85915048	85915517		Enhancer	
chr16	85916379	85917053		Enhancer	
chr16	85928202	85928956		Enhancer	
chr16	85930256	85930712		Enhancer	
chr16	85931616	85932371		Enhancer	
chr16	85936016	85937230		Enhancer	
chr16	85940298	85940758		Enhancer	
chr16	85941083	85941534		Enhancer	
chr16	85947208	85947570		Enhancer/Promoter	
chr16	85947793	85948316		Enhancer/Promoter	
chr16	85948750	85949240		Enhancer	
chr16	85950070	85950588		Enhancer	
chr16	85967063	85967530		Enhancer	
chr16	85978170	85978902		Enhancer	
chr16	85982370	85983067		Enhancer	
chr16	85983530	85984004		Enhancer	
chr16	85984156	85984653		Enhancer	
chr16	85984744	85985996		Enhancer	
chr16	85987502	85987877		Enhancer	
chr16	85996086	85996141		Enhancer/Promoter	
chr16	86016086	86016977		CTCF	CTCF
chr16	86018028	86019108		Enhancer	
chr16	86043809	86044959			
chr16	86072339	86073643		CTCF	CTCF
chr16	86081641	86082057	CTCF		
chr16	86340300	86341582			
chr16	86343122	86344574	Enhancer		
chr16	86387309	86387942	Enhancer		
chr16	86405234	86405842	Enhancer		
chr16	86415114	86415874	Enhancer		
chr16	86517390	86518281			CTCF
chr16	86519652	86521060	CTCF		CTCF
chr16	86554943	86555628	Promoter	Enhancer	
chr16	86563202	86564613			
chr16	86575364	86576708			CTCF
chr16	86664316	86665359	Enhancer		Enhancer
chr16	86679925	86681892	Enhancer		
chr16	86760725	86762084		CTCF	CTCF
chr16	86823759	86825312	Enhancer		
chr16	86836480	86837325	Enhancer		
chr16	86873912	86874785			
chr16	86914773	86915483	Enhancer		
chr16	86925252	86926035	Enhancer		
chr16	86928742	86930431	Enhancer		
chr16	86931031	86932188	Enhancer		
chr16	87017233	87017793	Enhancer		
chr16	87052299	87053702	Enhancer		
chr16	87062097	87063724			CTCF
chr16	87064548	87064991	Promoter		
chr16	87076660	87078103			CTCF
chr16	87178759	87179642	Enhancer		
chr16	87202885	87203810		CTCF	Promoter/CTCF
chr16	87278388	87279421			CTCF
chr16	87297542	87298796		CTCF	CTCF
chr16	87305530	87306330			CTCF
chr16	87316763	87318146	Enhancer	Promoter/CTCF	Promoter/CTCF
chr16	87324213	87325419		CTCF	CTCF
chr16	87368517	87368848		Enhancer	
chr16	87375615	87376338	Enhancer		
chr16	87383309	87384634	Promoter	Enhancer	Promoter
chr16	87387916	87388979		Enhancer	Enhancer
chr16	87391408	87392662	Promoter	Enhancer	
chr16	87394274	87394958	CTCF	Enhancer/CTCF	Promoter/CTCF
chr16	87407311	87408198	Enhancer		
chr16	87416400	87417289	CTCF		
chr16	87420407	87421208			CTCF
chr16	87435311	87436715	Enhancer		
chr16	87461368	87461929			CTCF
chr16	87464041	87465776	Enhancer	Enhancer	
chr16	87487274	87487885			Enhancer
chr16	87492652	87493474	Promoter	Promoter	
chr16	87549489	87551275	CTCF		CTCF
chr16	87554614	87555389		Enhancer	
chr16	87555481	87556130		Enhancer	
chr16	87588547	87589336			CTCF
chr16	87635264	87637139			CTCF
chr16	87702164	87703061			
chr16	87765569	87766379	Promoter	Enhancer	
chr16	87768838	87769775		CTCF	CTCF
chr16	87777360	87778590			
chr16	87778628	87779705			
chr16	87780616	87781132		Enhancer	
chr16	87793781	87794166		Enhancer	
chr16	87806072	87807725		Enhancer/Promoter	Enhancer
chr16	87822967	87823827			Enhancer
chr16	87849112	87850663	CTCF		CTCF
chr16	87852497	87852972		Enhancer	
chr16	87853379	87855025	Promoter	Enhancer/Promoter	Enhancer
chr16	87856096	87856642		Enhancer/Promoter	
chr16	87868085	87869986	Promoter	Enhancer	
chr16	87870887	87872348			
chr16	87887795	87888375		Enhancer	
chr16	87895477	87896610		Enhancer	
chr16	87909077	87910569			CTCF
chr16	87945376	87945819		Promoter	
chr16	87947956	87948755		Promoter	
chr16	87949005	87949397		Enhancer	
chr16	87950552	87952033	Promoter	Promoter	Promoter
chr16	87953406	87955042		Promoter	
chr16	87955259	87957258		Promoter	
chr16	87959420	87959976		Promoter	
chr16	87963233	87963963		Enhancer	
chr16	87983030	87984139		CTCF	CTCF
chr16	88004936	88005695			
chr16	88024125	88025726		Enhancer/CTCF	
chr16	88042178	88042627		Enhancer	
chr16	88044002	88044763		Promoter	
chr16	88045864	88046413		Enhancer	
chr16	88089820	88090207		Enhancer/Promoter	
chr16	88118562	88119510	Enhancer	Enhancer	
chr16	88193693	88194714	CTCF		CTCF
chr16	88229973	88230596			CTCF
chr16	88234017	88235304	Enhancer		
chr16	88237550	88238196	Enhancer		
chr16	88238469	88239402	Enhancer		Enhancer
chr16	88239933	88240567	Enhancer		
chr16	88245061	88246062	Enhancer		
chr16	88264745	88266022		Enhancer	
chr16	88286962	88287918	CTCF		CTCF
chr16	88298186	88298643			Enhancer
chr16	88299187	88299736			Enhancer
chr16	88331939	88332803			Enhancer
chr16	88333077	88333777		Promoter	
chr16	88407763	88408245		Enhancer	
chr16	88430592	88431200		Promoter	
chr16	88436974	88438700		CTCF	CTCF
chr16	88442493	88443813	CTCF		CTCF
chr16	88452108	88453518	Promoter	Enhancer	
chr16	88456070	88456525		Enhancer/Promoter	
chr16	88505227	88506049			CTCF
chr16	88527217	88528216	CTCF		CTCF
chr16	88534031	88534543		Promoter	
chr16	88534703	88535041		Enhancer/Promoter	
chr16	88558657	88559557	CTCF		CTCF
chr16	88561642	88562842			CTCF
chr16	88569802	88570840	Promoter	Enhancer	
chr16	88591418	88592283		Enhancer	
chr16	88599059	88599766		Enhancer	
chr16	88633496	88635133		Enhancer/Promoter	
chr16	88648353	88648722		Enhancer/Promoter	
chr16	88650193	88651930		Promoter	
chr16	88662788	88663684	Promoter	Enhancer	Promoter
chr16	88680828	88682355		Enhancer	CTCF
chr16	88684875	88686055	CTCF		CTCF
chr16	88686253	88687151		Enhancer	
chr16	88691728	88692389		Enhancer	
chr16	88700453	88701493	Enhancer	Enhancer	
chr16	88702291	88702766		Promoter	
chr16	88703522	88704374		Enhancer	
chr16	88705094	88705804		Enhancer	
chr16	88706128	88706935	Promoter	Enhancer/Promoter	
chr16	88736644	88738226	CTCF		CTCF
chr16	88743063	88744559			CTCF
chr16	88745676	88745906		Enhancer	
chr16	88773960	88774372		Enhancer	
chr16	88780985	88782222		Enhancer	
chr16	88782335	88782856		Promoter	
chr16	88783213	88783895	Promoter		
chr16	88784118	88784609		Promoter/CTCF	
chr16	88785095	88786173			CTCF
chr16	88789652	88790072		Enhancer	
chr16	88790419	88791059		Promoter	
chr16	88792793	88793278		Enhancer	
chr16	88794775	88795176		Enhancer	
chr16	88799974	88800380		Enhancer	
chr16	88801975	88803200	Promoter	Enhancer	
chr16	88803301	88804043		Promoter	
chr16	88810291	88810845		Promoter	
chr16	88811065	88813243	Promoter	Enhancer/CTCF	Promoter
chr16	88815506	88816654	CTCF	CTCF	CTCF
chr16	88853298	88853757		Enhancer	
chr16	88854435	88855504		Promoter	
chr16	88856652	88858491			
chr16	88920739	88921660	Enhancer	Enhancer	
chr16	88935970	88937721		Enhancer	
chr16	88939292	88939663		Promoter	
chr16	88941569	88942573			CTCF
chr16	88956799	88957290		Enhancer/Promoter	
chr16	88957896	88958748		Enhancer	
chr16	88971574	88972298		Enhancer	
chr16	88975380	88975875		Enhancer	
chr16	88976340	88976757		Enhancer	
chr16	88976901	88977473		Enhancer	
chr16	89031847	89032524		Enhancer	
chr16	89052740	89053314		Enhancer	
chr16	89093644	89094060		Promoter	
chr16	89115021	89115930		Enhancer	
chr16	89167101	89168450	CTCF		CTCF
chr16	89192170	89193513	Promoter		
chr16	89216145	89218106			
chr16	89240451	89241768	Promoter/CTCF		
chr16	89246992	89247921	Promoter	Promoter	
chr16	89254761	89255341		Promoter	
chr16	89256701	89257398	Promoter	Enhancer	
chr16	89289167	89290214			CTCF
chr16	89315658	89316758	Enhancer	Enhancer	Enhancer
chr16	89319847	89320804	Enhancer	Enhancer	
chr16	89322277	89322849	Enhancer	Enhancer	
chr16	89325777	89326538	Enhancer	Enhancer	
chr16	89330042	89330919	Enhancer	Enhancer	
chr16	89333001	89334209			
chr16	89352011	89352525			Enhancer
chr16	89353307	89353641		Enhancer	
chr16	89357295	89358029		Enhancer	
chr16	89359304	89359775	Enhancer		
chr16	89360998	89361461		Enhancer	
chr16	89361752	89362706		Enhancer	
chr16	89363538	89364015		Enhancer	
chr16	89364948	89365541		Enhancer	
chr16	89395001	89395654			Enhancer
chr16	89407944	89408307		Enhancer	
chr16	89410536	89411452	Enhancer		
chr16	89422386	89423289	Enhancer	Enhancer	
chr16	89423703	89424084		Enhancer	
chr16	89435152	89436136		Enhancer	
chr16	89436331	89436779		Promoter	
chr16	89440631	89441130		Enhancer	
chr16	89442699	89444054			Enhancer
chr16	89453538	89454243		Enhancer/CTCF	
chr16	89458384	89458894			Enhancer
chr16	89473662	89474562		Enhancer	
chr16	89476233	89477148			Enhancer
chr16	89484058	89484419		Enhancer	
chr16	89484794	89485247		Enhancer	
chr16	89487697	89488403		Promoter	
chr16	89488926	89489810	Promoter	Enhancer	
chr16	89490341	89491928	Enhancer/Promoter	Enhancer	Promoter
chr16	89505232	89505954	Enhancer	Promoter	Enhancer
chr16	89507437	89509282	Promoter	Enhancer	
chr16	89534064	89534963		Enhancer	
chr16	89557082	89558343			CTCF
chr16	89559013	89559511		Enhancer	
chr16	89560070	89561402	Promoter	Enhancer	Promoter
chr16	89565296	89566288			CTCF
chr16	89574259	89575277			CTCF
chr16	89581225	89581728	Enhancer		
chr16	89599245	89600013			CTCF
chr16	89615100	89616187	CTCF		CTCF
chr16	89640932	89641779			CTCF
chr16	89657399	89658394	Promoter	Promoter	
chr16	89686366	89687597	Promoter	Promoter	
chr16	89699791	89702407	Promoter/CTCF		
chr16	89705573	89706606	CTCF		CTCF
chr16	89711655	89712155	Promoter		
chr16	89719113	89719829	Enhancer	Enhancer	
chr16	89720751	89721761		Promoter	
chr16	89721949	89722467		Promoter	
chr16	89722555	89722965		Enhancer	
chr16	89752421	89753108			CTCF
chr16	89764572	89765367		Enhancer	
chr16	89792894	89793676			CTCF
chr16	89816436	89817178	Promoter	Promoter	
chr16	89828358	89828834	Promoter	Enhancer	
chr16	89837666	89838108		Promoter	
chr16	89860402	89861803			CTCF
chr16	89863640	89864796	Enhancer	Promoter	
chr16	89872895	89874876	Promoter	Enhancer	
chr16	89880915	89881447			Enhancer
chr16	89910020	89911145			CTCF
chr16	89917802	89918241		Enhancer/Promoter	
chr16	89918314	89919195	CTCF		
chr16	89921587	89923570	Enhancer		
chr16	89925648	89926726	Promoter	Promoter	
chr16	89948073	89949014			CTCF
chr16	89956913	89957419		Enhancer	
chr16	89957938	89958424		Enhancer	
chr16	89967398	89967881		Enhancer	
chr16	89969901	89970449		Enhancer	
chr16	89972100	89973327	Promoter	Enhancer	
chr16	90022306	90022911	Promoter	Enhancer/Promoter	
chr16	90077130	90078113		Promoter	
chr16	90081429	90082856			CTCF
chr16	90098720	90099761		Promoter	
chr17	143482	144417			CTCF
