chr	start	end	id	RE_rule	Active_rule
chr3	183490732	183491180	chr3:183490732_183491180	Enhancer	Inactive
chr20	13643994	13644494	chr20:13643994_13644494	Enhancer/CTCF	Inactive
chr7	1028795	1029275	chr7:1028795_1029275	Enhancer	Inactive
chr2	74573456	74574235	chr2:74573456_74574235	Enhancer	Inactive
chr4	15677309	15678811	chr4:15677309_15678811	Promoter	Active
chr20	41287233	41288003	chr20:41287233_41288003	Enhancer	Active
chr1	108107604	108108066	chr1:108107604_108108066	Enhancer	Inactive
chr8	39233369	39233835	chr8:39233369_39233835	Enhancer	Inactive
chr11	27934081	27934646	chr11:27934081_27934646	Enhancer	Active
chr11	35927640	35928227	chr11:35927640_35928227	Enhancer	Active
chr5	1161106	1161786	chr5:1161106_1161786	Enhancer	Active
chr15	100438539	100439053	chr15:100438539_100439053	Enhancer	Inactive
chr15	100495690	100496355	chr15:100495690_100496355	Enhancer/Promoter	Inactive
chr14	67444859	67445345	chr14:67444859_67445345	Enhancer	Active
chr5	40552110	40552640	chr5:40552110_40552640	Enhancer	Active
chr9	132673297	132673808	chr9:132673297_132673808	Enhancer/CTCF	Inactive
chr2	131668755	131669340	chr2:131668755_131669340	Enhancer	Active
chr14	95460925	95461465	chr14:95460925_95461465	Enhancer/Promoter	Inactive
chr11	123118444	123119036	chr11:123118444_123119036	Enhancer	Active
chr11	59756719	59757254	chr11:59756719_59757254	Enhancer/Promoter	Inactive
chr17	4944884	4945820	chr17:4944884_4945820	Enhancer	Active
chr11	59706748	59707378	chr11:59706748_59707378	Enhancer	Active
chr3	9700939	9701510	chr3:9700939_9701510	Enhancer/Promoter	Inactive
chr7	115340866	115341407	chr7:115340866_115341407	Enhancer/CTCF	Inactive
chr14	98507146	98507734	chr14:98507146_98507734	Enhancer	Inactive
chr21	29217716	29218239	chr21:29217716_29218239	Enhancer	Active
chr7	77331692	77332384	chr7:77331692_77332384	Enhancer/CTCF	Inactive
chr21	40258458	40258886	chr21:40258458_40258886	Enhancer	Inactive
chr2	129255770	129256471	chr2:129255770_129256471	Enhancer	Active
chr19	39546549	39547053	chr19:39546549_39547053	Enhancer	Inactive
chr1	19643056	19643536	chr1:19643056_19643536	CTCF	Inactive
chr5	94901502	94902038	chr5:94901502_94902038	Enhancer	Active
chr4	102780337	102780894	chr4:102780337_102780894	Enhancer	Inactive
chr1	112990255	112990705	chr1:112990255_112990705	Enhancer	Active
chr1	154698544	154698688	chr1:154698544_154698688	Enhancer/Promoter	Inactive
chr21	41684310	41684855	chr21:41684310_41684855	Enhancer	Active
chr22	29621641	29622653	chr22:29621641_29622653	Promoter	Active
chr3	27677410	27678075	chr3:27677410_27678075	Enhancer	Active
chr12	116517483	116518082	chr12:116517483_116518082	Enhancer	Active
chr1	170623095	170623624	chr1:170623095_170623624	Enhancer	Inactive
chr3	27976867	27977366	chr3:27976867_27977366	Enhancer	Inactive
chr2	181784477	181785073	chr2:181784477_181785073	Enhancer	Active
chr1	201471750	201472240	chr1:201471750_201472240	Enhancer/Promoter	Inactive
chr16	83993938	83994406	chr16:83993938_83994406	Enhancer/Promoter	Inactive
chr10	78963462	78963894	chr10:78963462_78963894	Enhancer/CTCF	Inactive
chr2	179595937	179596472	chr2:179595937_179596472	Enhancer	Inactive
chr12	25372923	25373427	chr12:25372923_25373427	Enhancer	Active
chr1	86501902	86503160	chr1:86501902_86503160	Promoter/CTCF	Inactive
chr2	33023177	33023743	chr2:33023177_33023743	Enhancer/Promoter	Inactive
chr2	33210586	33211065	chr2:33210586_33211065	Enhancer	Inactive
chr4	110091326	110091925	chr4:110091326_110091925	Enhancer	Active
chr1	200659057	200659737	chr1:200659057_200659737	Enhancer	Active
chr1	198169632	198170257	chr1:198169632_198170257	Enhancer	Active
chr6	73454648	73455163	chr6:73454648_73455163	Enhancer	Active
chr19	35110954	35111393	chr19:35110954_35111393	Enhancer	Inactive
chr21	41141966	41142551	chr21:41141966_41142551	Enhancer/CTCF	Inactive
chr16	19393608	19394188	chr16:19393608_19394188	Enhancer	Active
chr18	74163088	74163711	chr18:74163088_74163711	Enhancer/CTCF	Inactive
chr1	62210222	62210664	chr1:62210222_62210664	Enhancer	Inactive
chr17	55172596	55173025	chr17:55172596_55173025	Enhancer	Inactive
chr16	85397381	85397818	chr16:85397381_85397818	Enhancer/CTCF	Inactive
chr11	70016835	70017457	chr11:70016835_70017457	Enhancer	Active
chr6	72552918	72553984	chr6:72552918_72553984	Enhancer	Active
chr1	200379258	200379884	chr1:200379258_200379884	Enhancer	Active
chr12	84969152	84969708	chr12:84969152_84969708	Enhancer	Active
chr10	23367799	23368281	chr10:23367799_23368281	Enhancer	Inactive
chr1	21573911	21574540	chr1:21573911_21574540	Enhancer/CTCF	Inactive
chr7	126698341	126698948	chr7:126698341_126698948	Enhancer	Inactive
chr3	57582657	57583353	chr3:57582657_57583353	CTCF	Inactive
chr8	85570651	85571170	chr8:85570651_85571170	Enhancer	Active
chr4	74886394	74886956	chr4:74886394_74886956	Enhancer	Inactive
chr12	121765533	121765960	chr12:121765533_121765960	Enhancer/Promoter	Inactive
chr8	43034406	43034814	chr8:43034406_43034814	Enhancer/Promoter	Inactive
chr3	187196548	187197040	chr3:187196548_187197040	Enhancer/CTCF	Inactive
chr10	35910204	35910655	chr10:35910204_35910655	Enhancer	Active
chr20	47191020	47191501	chr20:47191020_47191501	Enhancer	Inactive
chr2	215681071	215681650	chr2:215681071_215681650	Enhancer	Inactive
chr2	120603715	120604361	chr2:120603715_120604361	Enhancer	Inactive
chr10	46033629	46034116	chr10:46033629_46034116	Enhancer	Inactive
chr3	177579331	177579979	chr3:177579331_177579979	Enhancer	Inactive
chr20	4450206	4450869	chr20:4450206_4450869	Enhancer/CTCF	Inactive
chr11	7677041	7677550	chr11:7677041_7677550	Enhancer	Inactive
chr22	35842653	35843511	chr22:35842653_35843511	Enhancer/CTCF	Inactive
chr3	171164022	171164553	chr3:171164022_171164553	Enhancer	Inactive
chr12	89311788	89312396	chr12:89311788_89312396	Enhancer	Inactive
chr19	51702066	51702820	chr19:51702066_51702820	Enhancer	Active
chr18	49570811	49571233	chr18:49570811_49571233	Enhancer	Active
chr8	126534862	126535302	chr8:126534862_126535302	Enhancer	Inactive
chr5	2745885	2747415	chr5:2745885_2747415	Enhancer	Active
chr6	113306406	113307043	chr6:113306406_113307043	Enhancer/CTCF	Inactive
chr21	26385708	26386132	chr21:26385708_26386132	Enhancer	Inactive
chr3	49443902	49444413	chr3:49443902_49444413	Enhancer	Inactive
chr11	110131321	110131810	chr11:110131321_110131810	Enhancer	Active
chr11	122186367	122187002	chr11:122186367_122187002	Enhancer	Active
chr16	35565568	35566205	chr16:35565568_35566205	Enhancer	Active
chr11	118988081	118988807	chr11:118988081_118988807	Enhancer	Inactive
chr14	54935895	54936440	chr14:54935895_54936440	Enhancer/CTCF	Inactive
chr5	61409450	61409968	chr5:61409450_61409968	Enhancer	Active
chr6	82144851	82145398	chr6:82144851_82145398	Enhancer	Active
chr3	46520443	46520986	chr3:46520443_46520986	Enhancer/Promoter	Inactive
chr13	74442677	74443214	chr13:74442677_74443214	Enhancer	Active
chr1	213443415	213443848	chr1:213443415_213443848	Enhancer	Inactive
chr4	61462276	61463108	chr4:61462276_61463108	Promoter	Active
chr12	84922578	84923219	chr12:84922578_84923219	Enhancer	Inactive
chr12	22312309	22312807	chr12:22312309_22312807	Enhancer	Inactive
chr14	94177688	94178203	chr14:94177688_94178203	Enhancer	Active
chrX	41022506	41023049	chrX:41022506_41023049	Enhancer	Active
chr7	81264059	81264548	chr7:81264059_81264548	Enhancer	Inactive
chr15	88799999	88800523	chr15:88799999_88800523	Enhancer/CTCF	Inactive
chr1	185718961	185719593	chr1:185718961_185719593	CTCF	Inactive
chr15	91426350	91426926	chr15:91426350_91426926	Enhancer	Inactive
chr21	33655492	33656409	chr21:33655492_33656409	Promoter	Active
chr17	3888149	3888998	chr17:3888149_3888998	Promoter	Active
chr11	113049145	113049566	chr11:113049145_113049566	Enhancer/Promoter	Inactive
chr10	62250609	62251293	chr10:62250609_62251293	Enhancer	Active
chrX	34918649	34919430	chrX:34918649_34919430	Enhancer/CTCF	Inactive
chr14	88261232	88261812	chr14:88261232_88261812	Enhancer	Inactive
chr1	21974652	21975162	chr1:21974652_21975162	Enhancer	Inactive
chr3	48137342	48137893	chr3:48137342_48137893	Enhancer	Inactive
chr10	29784276	29784909	chr10:29784276_29784909	Enhancer	Active
chr8	47464350	47464925	chr8:47464350_47464925	Enhancer/Promoter	Inactive
chr1	69109884	69110425	chr1:69109884_69110425	Enhancer	Inactive
chr3	143165587	143166049	chr3:143165587_143166049	Enhancer	Inactive
chr18	67783481	67784012	chr18:67783481_67784012	Enhancer	Active
chr2	161681033	161681519	chr2:161681033_161681519	Enhancer	Inactive
chr6	126919811	126920365	chr6:126919811_126920365	Enhancer	Inactive
chr11	22702964	22703447	chr11:22702964_22703447	Enhancer/Promoter	Inactive
chr15	44075481	44076032	chr15:44075481_44076032	Enhancer	Active
chr3	105527887	105528406	chr3:105527887_105528406	Enhancer/CTCF	Inactive
chr9	35719138	35719724	chr9:35719138_35719724	Enhancer	Inactive
chr14	104882240	104882781	chr14:104882240_104882781	Enhancer	Inactive
chr6	157644184	157644889	chr6:157644184_157644889	Enhancer/CTCF	Inactive
chrX	78653118	78653696	chrX:78653118_78653696	Enhancer/CTCF	Inactive
chr1	152580461	152580926	chr1:152580461_152580926	Enhancer/CTCF	Inactive
chr19	47315257	47315707	chr19:47315257_47315707	Enhancer	Inactive
chr17	73562894	73563311	chr17:73562894_73563311	Enhancer	Inactive
chr5	119036059	119036515	chr5:119036059_119036515	Enhancer	Inactive
chr19	23528313	23528843	chr19:23528313_23528843	Enhancer	Inactive
chr5	124655564	124656386	chr5:124655564_124656386	Promoter	Active
chr2	44578321	44578979	chr2:44578321_44578979	Enhancer	Inactive
chr12	77888520	77889051	chr12:77888520_77889051	Enhancer	Inactive
chr15	68268347	68268945	chr15:68268347_68268945	Enhancer	Active
chr16	60642874	60643471	chr16:60642874_60643471	Enhancer	Active
chr17	80021669	80022072	chr17:80021669_80022072	Enhancer	Inactive
chr9	81028398	81028979	chr9:81028398_81028979	Enhancer	Inactive
chr15	43266783	43267328	chr15:43266783_43267328	Enhancer/CTCF	Inactive
chr1	149158583	149159093	chr1:149158583_149159093	Enhancer/Promoter	Inactive
chr8	22584033	22585442	chr8:22584033_22585442	Enhancer	Inactive
chr13	28753487	28753979	chr13:28753487_28753979	CTCF	Inactive
chr2	172008590	172009137	chr2:172008590_172009137	Enhancer	Active
chr1	148512779	148513308	chr1:148512779_148513308	Enhancer/Promoter	Inactive
chr7	54705368	54705828	chr7:54705368_54705828	Enhancer	Inactive
chr7	73636267	73636728	chr7:73636267_73636728	Enhancer/Promoter	Inactive
chr6	160391259	160392028	chr6:160391259_160392028	Promoter	Active
chr9	81492910	81493590	chr9:81492910_81493590	Enhancer/Promoter	Inactive
chr9	80707072	80707565	chr9:80707072_80707565	Enhancer	Active
chr8	58078839	58079356	chr8:58078839_58079356	Enhancer	Inactive
chr2	48531031	48531751	chr2:48531031_48531751	Enhancer/Promoter	Inactive
chr6	55758445	55758979	chr6:55758445_55758979	Enhancer	Active
chr1	147030120	147030833	chr1:147030120_147030833	Enhancer	Inactive
chr2	95463279	95463757	chr2:95463279_95463757	Enhancer/CTCF	Inactive
chr8	22685531	22686137	chr8:22685531_22686137	Enhancer	Inactive
chr5	178106790	178107288	chr5:178106790_178107288	Enhancer/Promoter	Inactive
chr2	9830246	9830848	chr2:9830246_9830848	Enhancer	Active
chr19	46197625	46198151	chr19:46197625_46198151	Enhancer/Promoter	Inactive
chr2	71452558	71453105	chr2:71452558_71453105	Enhancer/CTCF	Inactive
chr20	6718587	6719180	chr20:6718587_6719180	Enhancer	Active
chr7	66270962	66271489	chr7:66270962_66271489	Enhancer/CTCF	Inactive
chr5	128038639	128039171	chr5:128038639_128039171	Enhancer	Active
chr5	128318628	128319148	chr5:128318628_128319148	Enhancer	Inactive
chr12	67456572	67457004	chr12:67456572_67457004	Enhancer/Promoter	Inactive
chr20	57001555	57001926	chr20:57001555_57001926	Enhancer	Inactive
chr15	55627649	55628139	chr15:55627649_55628139	Enhancer	Active
chr9	113695751	113696496	chr9:113695751_113696496	Enhancer	Active
chr1	68307470	68307937	chr1:68307470_68307937	Enhancer/Promoter	Inactive
chr10	80429503	80430179	chr10:80429503_80430179	CTCF	Active
chr18	40534624	40535222	chr18:40534624_40535222	Enhancer	Inactive
chr7	106824408	106824966	chr7:106824408_106824966	Enhancer	Active
chr1	229371531	229372123	chr1:229371531_229372123	Enhancer	Active
chr8	19666265	19666693	chr8:19666265_19666693	Enhancer	Inactive
chr9	14433695	14434251	chr9:14433695_14434251	Enhancer/CTCF	Inactive
chr2	13638126	13638693	chr2:13638126_13638693	Enhancer	Inactive
chr1	92804684	92805234	chr1:92804684_92805234	Enhancer	Active
chr15	42720967	42721526	chr15:42720967_42721526	Enhancer	Active
chr7	141915535	141916081	chr7:141915535_141916081	Enhancer	Inactive
chr2	226652263	226652931	chr2:226652263_226652931	Enhancer	Active
chr21	14533872	14534480	chr21:14533872_14534480	Enhancer	Active
chr12	86712244	86712891	chr12:86712244_86712891	Enhancer	Active
chr1	120356048	120356732	chr1:120356048_120356732	Enhancer/CTCF	Inactive
chr16	22939544	22940429	chr16:22939544_22940429	Enhancer/Promoter	Inactive
chr8	129676520	129677244	chr8:129676520_129677244	Enhancer/CTCF	Inactive
chr15	43150394	43151082	chr15:43150394_43151082	Enhancer	Active
chr10	36531561	36532074	chr10:36531561_36532074	Enhancer	Inactive
chr5	126517867	126518334	chr5:126517867_126518334	Enhancer	Active
chr2	163266767	163267284	chr2:163266767_163267284	Enhancer	Inactive
chr10	73650477	73650903	chr10:73650477_73650903	Enhancer	Inactive
chr7	40717167	40717731	chr7:40717167_40717731	Enhancer	Active
chr21	17406181	17406599	chr21:17406181_17406599	Enhancer	Inactive
chrX	3545785	3546482	chrX:3545785_3546482	Enhancer/CTCF	Inactive
chr5	110957905	110958359	chr5:110957905_110958359	Enhancer	Active
chr1	171468323	171468801	chr1:171468323_171468801	Enhancer	Active
chr3	141482168	141482730	chr3:141482168_141482730	Enhancer	Inactive
chr3	141370071	141370597	chr3:141370071_141370597	Enhancer	Inactive
chr4	72631233	72631764	chr4:72631233_72631764	Enhancer/CTCF	Inactive
chr14	91996824	91997743	chr14:91996824_91997743	CTCF	Inactive
chr1	63691914	63692337	chr1:63691914_63692337	Enhancer/CTCF	Inactive
chr17	32551155	32551620	chr17:32551155_32551620	Enhancer	Active
chr3	140406598	140407171	chr3:140406598_140407171	Enhancer/CTCF	Inactive
chr2	227655411	227655870	chr2:227655411_227655870	Enhancer	Inactive
chr14	63992724	63993346	chr14:63992724_63993346	Enhancer	Active
chr14	31229563	31230226	chr14:31229563_31230226	Enhancer	Active
chr14	93151549	93152146	chr14:93151549_93152146	Enhancer	Inactive
chr7	16915254	16915916	chr7:16915254_16915916	Enhancer	Active
chr20	25241347	25242011	chr20:25241347_25242011	Enhancer	Active
chr2	228731402	228732019	chr2:228731402_228732019	Enhancer	Inactive
chr1	111565020	111565602	chr1:111565020_111565602	Enhancer/Promoter	Inactive
chr20	64219161	64219648	chr20:64219161_64219648	Enhancer/CTCF	Inactive
chr11	116420706	116421204	chr11:116420706_116421204	Enhancer/CTCF	Inactive
chr3	68666642	68667119	chr3:68666642_68667119	Enhancer	Inactive
chr18	35968382	35968936	chr18:35968382_35968936	Enhancer	Active
chr10	114030063	114030630	chr10:114030063_114030630	Enhancer	Active
chr1	172423312	172423780	chr1:172423312_172423780	Enhancer/Promoter	Inactive
chr9	117119938	117120511	chr9:117119938_117120511	Enhancer/CTCF	Inactive
chr5	150640390	150641035	chr5:150640390_150641035	Enhancer	Active
chr14	33523009	33523543	chr14:33523009_33523543	Enhancer	Inactive
chr3	14423135	14423627	chr3:14423135_14423627	Enhancer/CTCF	Inactive
chr9	131378152	131378750	chr9:131378152_131378750	Enhancer/CTCF	Inactive
chr5	33008610	33009094	chr5:33008610_33009094	Enhancer	Inactive
chrX	116272170	116272845	chrX:116272170_116272845	Enhancer	Active
chr14	73806288	73806980	chr14:73806288_73806980	Enhancer	Active
chr8	123548064	123548720	chr8:123548064_123548720	Enhancer	Active
chr2	152055304	152055715	chr2:152055304_152055715	Enhancer	Inactive
chrX	110160322	110161201	chrX:110160322_110161201	CTCF	Inactive
chr6	112468319	112468789	chr6:112468319_112468789	Enhancer	Inactive
chr15	48887073	48887540	chr15:48887073_48887540	Enhancer/Promoter	Inactive
chr9	71928387	71928829	chr9:71928387_71928829	Enhancer	Active
chr4	163875280	163875766	chr4:163875280_163875766	Enhancer	Active
chr12	92516188	92516643	chr12:92516188_92516643	Enhancer	Inactive
chr17	38550531	38551043	chr17:38550531_38551043	Enhancer/Promoter	Inactive
chr3	192940074	192940585	chr3:192940074_192940585	Enhancer/Promoter	Inactive
chr2	127771652	127772180	chr2:127771652_127772180	Enhancer	Active
chr3	188881889	188882364	chr3:188881889_188882364	Enhancer	Inactive
chr5	124806372	124806826	chr5:124806372_124806826	Enhancer/Promoter	Inactive
chr1	9231555	9231975	chr1:9231555_9231975	Enhancer	Active
chr8	37521363	37521916	chr8:37521363_37521916	Enhancer	Inactive
chr1	168762985	168763476	chr1:168762985_168763476	Enhancer	Inactive
chr22	31052829	31053555	chr22:31052829_31053555	CTCF	Active
chrX	105552255	105552855	chrX:105552255_105552855	CTCF	Active
chr12	15446738	15447314	chr12:15446738_15447314	Enhancer	Inactive
chr1	246588313	246588737	chr1:246588313_246588737	Enhancer	Active
chr7	100764698	100765380	chr7:100764698_100765380	CTCF	Active
chr19	51006380	51006803	chr19:51006380_51006803	Enhancer/Promoter	Inactive
chr6	3500564	3501133	chr6:3500564_3501133	Enhancer	Active
chr1	181588603	181589123	chr1:181588603_181589123	Enhancer	Inactive
chrX	15269094	15270506	chrX:15269094_15270506	Enhancer	Active
chr3	177306272	177306689	chr3:177306272_177306689	Enhancer	Inactive
chr1	90317573	90318075	chr1:90317573_90318075	Enhancer/Promoter	Inactive
chr1	32273731	32274197	chr1:32273731_32274197	Enhancer/CTCF	Inactive
chr17	77581414	77581898	chr17:77581414_77581898	Enhancer/CTCF	Inactive
chr13	21682908	21683755	chr13:21682908_21683755	Promoter	Active
chr13	49641904	49642426	chr13:49641904_49642426	Enhancer	Inactive
chr8	10760857	10761430	chr8:10760857_10761430	Enhancer/Promoter	Inactive
chr1	178323052	178323479	chr1:178323052_178323479	Enhancer	Active
chr6	131863882	131864419	chr6:131863882_131864419	Enhancer	Active
chr2	160695633	160696078	chr2:160695633_160696078	Enhancer/Promoter	Inactive
chr6	133198649	133199217	chr6:133198649_133199217	Enhancer/CTCF	Inactive
chr12	14417662	14418179	chr12:14417662_14418179	Enhancer	Active
chr8	56889898	56890413	chr8:56889898_56890413	Enhancer	Inactive
chr2	174023875	174024806	chr2:174023875_174024806	Enhancer	Active
chr19	48486222	48486621	chr19:48486222_48486621	Enhancer	Inactive
chr3	10703720	10704422	chr3:10703720_10704422	Enhancer/CTCF	Inactive
chr1	233668764	233669233	chr1:233668764_233669233	Enhancer	Active
chr6	1240740	1241277	chr6:1240740_1241277	Enhancer	Inactive
chr2	10901130	10901709	chr2:10901130_10901709	Enhancer	Inactive
chr10	121722597	121723127	chr10:121722597_121723127	Enhancer	Active
chr10	122342414	122343298	chr10:122342414_122343298	Enhancer/CTCF	Inactive
chr6	58193075	58194136	chr6:58193075_58194136	Promoter	Active
chr3	128011054	128011821	chr3:128011054_128011821	Enhancer/CTCF	Inactive
chr8	131218455	131219079	chr8:131218455_131219079	Enhancer/CTCF	Inactive
chr1	9766563	9767375	chr1:9766563_9767375	Enhancer	Active
chr3	129694028	129694756	chr3:129694028_129694756	Enhancer	Active
chr8	119353895	119354483	chr8:119353895_119354483	Enhancer/CTCF	Inactive
chr4	138870815	138871694	chr4:138870815_138871694	Enhancer/CTCF	Inactive
chr20	57748418	57749068	chr20:57748418_57749068	Enhancer/CTCF	Inactive
chr18	23833621	23834196	chr18:23833621_23834196	Enhancer	Inactive
chr22	46102650	46103119	chr22:46102650_46103119	Enhancer	Inactive
chr12	7825654	7826212	chr12:7825654_7826212	Enhancer	Active
chrX	53268117	53268615	chrX:53268117_53268615	Enhancer/Promoter	Inactive
chr12	116235969	116236641	chr12:116235969_116236641	Enhancer/CTCF	Inactive
chr4	118765306	118765774	chr4:118765306_118765774	Enhancer	Inactive
chr1	154484310	154484815	chr1:154484310_154484815	Enhancer/CTCF	Inactive
chr17	59754374	59755034	chr17:59754374_59755034	Enhancer	Active
chr1	31739184	31739800	chr1:31739184_31739800	Enhancer/Promoter	Inactive
chr1	98333398	98333863	chr1:98333398_98333863	Enhancer	Inactive
chr12	25924443	25925201	chr12:25924443_25925201	Enhancer	Active
chr2	3633085	3633608	chr2:3633085_3633608	Enhancer/Promoter	Inactive
chr6	71602404	71603097	chr6:71602404_71603097	Enhancer	Inactive
chr1	234647606	234648287	chr1:234647606_234648287	Enhancer	Active
chr4	32140514	32141135	chr4:32140514_32141135	Enhancer	Active
chr8	117388351	117388928	chr8:117388351_117388928	Enhancer	Active
chr4	25169409	25169865	chr4:25169409_25169865	Enhancer	Inactive
chr15	77034792	77035689	chr15:77034792_77035689	Enhancer/CTCF	Inactive
chr11	132312135	132312573	chr11:132312135_132312573	Enhancer/CTCF	Inactive
chr12	3770883	3771331	chr12:3770883_3771331	Enhancer/Promoter	Inactive
chr20	1876445	1877034	chr20:1876445_1877034	Enhancer	Inactive
chr3	122330948	122331586	chr3:122330948_122331586	Enhancer	Inactive
chrX	46330884	46331531	chrX:46330884_46331531	Enhancer	Inactive
chr2	183315442	183316006	chr2:183315442_183316006	Enhancer	Active
chr5	16916317	16916965	chr5:16916317_16916965	Enhancer	Inactive
chr14	93994872	93995469	chr14:93994872_93995469	Enhancer/Promoter	Inactive
chr11	120546522	120547101	chr11:120546522_120547101	Enhancer/Promoter	Inactive
chr8	78207925	78208514	chr8:78207925_78208514	Enhancer	Inactive
chr3	138823694	138824155	chr3:138823694_138824155	Enhancer	Inactive
chr4	39452972	39454756	chr4:39452972_39454756	Enhancer	Inactive
chr14	90870882	90871440	chr14:90870882_90871440	Enhancer	Inactive
chr3	76495167	76495655	chr3:76495167_76495655	Enhancer	Inactive
chr3	188631417	188632077	chr3:188631417_188632077	Enhancer	Active
chr14	74952904	74953463	chr14:74952904_74953463	Enhancer/CTCF	Inactive
chr20	62651945	62652715	chr20:62651945_62652715	Enhancer	Active
chr9	69638321	69638918	chr9:69638321_69638918	Enhancer	Inactive
chr4	144967148	144967617	chr4:144967148_144967617	Enhancer/Promoter	Inactive
chr14	90797903	90798489	chr14:90797903_90798489	Enhancer	Active
chr6	168264631	168265218	chr6:168264631_168265218	Enhancer/CTCF	Inactive
chr3	186745966	186746406	chr3:186745966_186746406	Enhancer	Active
chr7	94183303	94183879	chr7:94183303_94183879	Enhancer	Active
chr11	132028487	132029207	chr11:132028487_132029207	Enhancer/CTCF	Inactive
chr19	43776186	43776705	chr19:43776186_43776705	Enhancer/CTCF	Inactive
chr16	24669306	24669964	chr16:24669306_24669964	Enhancer/CTCF	Inactive
chr11	133934639	133935180	chr11:133934639_133935180	Enhancer/Promoter	Inactive
chr13	99049901	99050629	chr13:99049901_99050629	Enhancer	Active
chr22	44021462	44021947	chr22:44021462_44021947	Enhancer	Inactive
chr12	103470519	103471204	chr12:103470519_103471204	Enhancer	Inactive
chr4	109472194	109472853	chr4:109472194_109472853	Enhancer	Active
chrX	48558163	48558761	chrX:48558163_48558761	Enhancer	Active
chr1	16750018	16751196	chr1:16750018_16751196	Enhancer/CTCF	Inactive
chr4	161936513	161937231	chr4:161936513_161937231	Enhancer	Active
chr11	90476404	90476824	chr11:90476404_90476824	Enhancer/CTCF	Inactive
chr3	186097369	186098483	chr3:186097369_186098483	Promoter	Inactive
chr3	48232516	48233147	chr3:48232516_48233147	Enhancer/CTCF	Inactive
chr3	76470234	76470761	chr3:76470234_76470761	Enhancer	Inactive
chr18	12036254	12036937	chr18:12036254_12036937	Enhancer	Inactive
chr8	85571569	85572077	chr8:85571569_85572077	Enhancer	Active
chr12	102297964	102298468	chr12:102297964_102298468	Enhancer	Inactive
chr6	129801858	129802274	chr6:129801858_129802274	Enhancer/Promoter	Inactive
chr20	14615947	14616432	chr20:14615947_14616432	Enhancer	Inactive
chr3	142868327	142868818	chr3:142868327_142868818	Enhancer	Inactive
chr19	2085323	2085702	chr19:2085323_2085702	Enhancer	Inactive
chr1	5707514	5707940	chr1:5707514_5707940	Enhancer	Inactive
chr9	80995655	80996206	chr9:80995655_80996206	Enhancer	Inactive
chr2	10905223	10905625	chr2:10905223_10905625	Enhancer	Inactive
chr4	102625381	102626035	chr4:102625381_102626035	Enhancer/CTCF	Inactive
chr19	14574049	14574701	chr19:14574049_14574701	Enhancer/CTCF	Inactive
chr19	778815	779413	chr19:778815_779413	Enhancer	Active
chr1	194013991	194014458	chr1:194013991_194014458	Enhancer	Active
chr3	125443857	125444408	chr3:125443857_125444408	Enhancer	Inactive
chr2	145653072	145653578	chr2:145653072_145653578	Enhancer	Inactive
chr17	40095170	40096572	chr17:40095170_40096572	Enhancer/Promoter	Inactive
chr1	10646291	10646768	chr1:10646291_10646768	Enhancer/CTCF	Inactive
chr11	9900147	9900726	chr11:9900147_9900726	Enhancer	Active
chr11	460294	461176	chr11:460294_461176	Promoter	Active
chr1	152228876	152229290	chr1:152228876_152229290	Enhancer	Inactive
chr2	97871398	97871899	chr2:97871398_97871899	Enhancer	Active
chr12	107013954	107014483	chr12:107013954_107014483	Enhancer/CTCF	Inactive
chr5	102715362	102715915	chr5:102715362_102715915	Enhancer	Inactive
chr1	192904478	192905010	chr1:192904478_192905010	Enhancer	Active
chr6	66896349	66896881	chr6:66896349_66896881	Enhancer	Active
chr6	70312071	70312605	chr6:70312071_70312605	Enhancer/CTCF	Inactive
chr1	87423691	87424243	chr1:87423691_87424243	Enhancer/Promoter	Inactive
chr2	226211398	226211882	chr2:226211398_226211882	Enhancer/CTCF	Inactive
chr19	45326058	45326570	chr19:45326058_45326570	Enhancer/CTCF	Inactive
chrX	48463779	48464352	chrX:48463779_48464352	Enhancer	Active
chr10	76492019	76492563	chr10:76492019_76492563	Enhancer	Active
chr7	54349215	54349729	chr7:54349215_54349729	Enhancer	Inactive
chr2	227388545	227389192	chr2:227388545_227389192	Enhancer	Active
chr1	212872897	212873391	chr1:212872897_212873391	Enhancer	Active
chr4	176988130	176988758	chr4:176988130_176988758	Enhancer	Active
chr1	172431609	172432063	chr1:172431609_172432063	Enhancer	Active
chr18	70280510	70281027	chr18:70280510_70281027	Enhancer	Inactive
chr12	94656140	94656607	chr12:94656140_94656607	Enhancer	Inactive
chr18	76740361	76740855	chr18:76740361_76740855	Enhancer	Active
chr17	27873776	27874307	chr17:27873776_27874307	Enhancer/CTCF	Inactive
chr10	69424114	69424633	chr10:69424114_69424633	Enhancer/CTCF	Inactive
chr17	57946224	57946897	chr17:57946224_57946897	Enhancer	Inactive
chr3	196135823	196136920	chr3:196135823_196136920	Promoter	Active
chr4	167117112	167117656	chr4:167117112_167117656	Enhancer/CTCF	Inactive
chr22	43530809	43531389	chr22:43530809_43531389	Enhancer	Active
chr5	96614002	96614612	chr5:96614002_96614612	CTCF	Inactive
chr7	67161628	67162147	chr7:67161628_67162147	Enhancer	Inactive
chr21	38234665	38235178	chr21:38234665_38235178	Enhancer	Active
chr10	69869434	69869907	chr10:69869434_69869907	Enhancer/Promoter	Inactive
chr4	182814068	182814559	chr4:182814068_182814559	Enhancer	Active
chr15	87369156	87369733	chr15:87369156_87369733	Enhancer	Active
